GEOID,NAME,CONTOT14,CONDEM14,CONREP14,CONIND14,CONSCAT14,CONREP214,CONIND214
55111,Sauk,24746.826095801341580,13666.212035000720789,11080.614054078965637,0.000006656568554,0.000000065089587,0.000000000000000,0.000000000000000
55093,Pierce,14457.492445120222328,7949.023925490336296,6496.429779977133876,5.038740985085836,6.999998667665011,0.000000000000000,0.000000000000000
55063,La Crosse,47913.718271337267652,27955.331342324472644,19937.384905663384416,21.000802107690323,0.001221241712130,0.000000000000000,0.000000000000000
55033,Dunn,15252.884783181280000,8263.467931035007496,6983.414750588676725,6.002101552898554,0.000000002031167,0.000000002662769,0.000000000000000
55053,Jackson,7472.675880021524790,4316.635810661905452,3138.007237367988182,17.027131529238147,0.007203809942155,0.000000000000000,0.998496652451863
55047,Green Lake,7698.055262638752538,2628.713698179954008,4905.374281538434843,163.967282920364823,0.000000000000000,0.000000000000000,0.000000000000000
55127,Walworth,38095.744984281700454,11952.675507602754806,26097.070327644385543,2.000000000000000,43.999149034561867,0.000000000000000,0.000000000000000
55123,Vernon,11677.221807866073505,6722.109598762812311,4943.112119009689195,7.000090124294690,4.999999969279148,0.000000000000000,0.000000000000000
55059,Kenosha,55751.704764957292355,25215.909982361565199,30468.796090785341221,0.999999955487875,65.998691854902887,0.000000000000000,0.000000000000000
55079,Milwaukee,358926.961562087293714,219915.411874778306810,131433.806053357111523,7027.738106669135050,550.005527282709409,0.000000000000000,0.000000000000000
55003,Ashland,6515.999923201554338,4142.999958207906275,2286.999965665146647,85.999999318569820,0.000000009932008,0.000000000000000,0.000000000000000
55085,Oneida,16998.102689147581259,6818.566370880856994,9934.505200512379815,237.029417928676878,5.001699825666504,0.000000000000000,3.000000000000000
55137,Waushara,9565.108525710093090,3677.991641193816577,5659.121132384641896,227.995752131085254,0.000000000550620,0.000000000000000,0.000000000000000
55129,Washburn,7020.000190635531908,2962.000082508322066,3960.000104146802187,97.000004029326206,0.000000001884383,0.000000000000000,0.999999949196097
55065,Lafayette,5808.999971124758304,3102.999993503779478,2699.999977608707923,0.000000000000000,6.000000012272212,0.000000000000000,0.000000000000000
55135,Waupaca,20312.316894686588057,6505.185716974887328,13803.127786325982015,0.004306059086996,3.999085326629094,0.000000000000000,0.000000000000000
55125,Vilas,11202.043667040263244,4046.322890036255558,7050.715840861475954,103.004294921422968,2.000641221109284,0.000000000000000,0.000000000000000
55089,Ozaukee,45818.793490765609022,14120.462580245904974,30894.095359538405319,777.237241456641186,26.998309524664236,0.000000000000000,0.000000000000000
55117,Sheboygan,47966.208847843605326,18432.040171483466111,28423.167161973389739,1031.001514402552402,79.999999984196279,0.000000000000000,0.000000000000000
55131,Washington,64709.500841675981064,14871.051603851830805,49757.453201029195043,0.005076563243799,80.990960231714737,0.000000000000000,0.000000000000000
55007,Bayfield,7966.081954095623587,4775.032092257699333,3081.046982441856471,105.002220023141192,3.000659372925382,0.000000000000000,2.000000000000000
55097,Portage,29221.319513745667791,16560.610536923421023,12614.708273344966074,6.000000537968692,40.000702923475743,0.000000000000000,0.000000015814752
55039,Fond du Lac,41649.017529250835651,16024.005934391097981,24713.011360322787368,912.000234521139532,0.000000015803887,0.000000000000000,0.000000000000000
55061,Kewaunee,8980.798528043664192,3054.945932340094714,5925.852211620715025,0.000000068791382,0.000384014064471,0.000000000000000,0.000000000000000
55067,Langlade,8324.859497440698760,2704.944240267296209,5531.916216254062419,85.999601303815226,0.999439616260725,0.000000000000000,0.999999999265182
55105,Rock,57455.776692309111240,31276.798531962012930,26170.977364023339760,0.000000000000000,8.000796323743080,0.000000000000000,0.000000000000000
55023,Crawford,6246.000080166659245,3651.000048747534947,2592.000031371090699,3.000000020788277,0.000000027246658,0.000000000000000,0.000000000000000
55035,Eau Claire,41395.425168268840935,24067.241156589414459,17278.185408716261009,12.998604802013462,36.999998161147417,0.000000000000000,0.000000000000000
55083,Oconto,15807.000602318281381,5095.000176748098056,10712.000425090780482,0.000000030931812,0.000000448468309,0.000000000000000,0.000000000000000
55041,Forest,3496.596800791046462,1361.185587749550905,2078.408482438605915,57.002563341452088,0.000167261436710,0.000000000000000,0.000000000000000
55113,Sawyer,6755.847974405219247,2859.942033938163604,3798.909694017043421,93.996905825442866,2.999340624569958,0.000000000000000,0.000000000000000
55121,Trempealeau,10655.049318099421725,6174.061308046074373,4474.988096898913682,0.000000000000000,5.999913154431244,0.000000000000000,0.000000000000000
55095,Polk,15882.999545612708971,6370.999820831945726,9274.999727591981355,229.999998367228017,0.000000043641858,1.000000000000000,5.999998777912049
55045,Green,14864.891993275225104,8303.625899874406969,6549.266410086394899,0.000000000000000,11.999683314421858,0.000000000000000,0.000000000000000
55087,Outagamie,73258.430138031792012,25464.116067841529002,47794.313820349394518,0.000035997183918,0.000213843719900,0.000000000000000,0.000000000000000
55001,Adams,7915.617807468186584,4177.014105512107562,3728.322509344669015,7.281103868517425,3.000088742893613,0.000000000000000,0.000000000000000
55119,Taylor,7636.001753799095241,2097.000566223204714,5466.001151316713731,72.000036259310988,0.000000000000000,0.000000000000000,0.999999999867175
55073,Marathon,55123.713367246658891,19747.422130055285379,34827.188123147061560,542.103114055553192,0.000000026584682,0.000000000000000,6.999999962182767
55037,Florence,1928.896191535260868,598.977970890481743,1305.921783375826180,23.996437268953148,0.000000000000000,0.000000000000000,0.000000000000000
55005,Barron,16525.998491208963969,6503.999499819011362,9772.999070618081532,240.999935621952204,3.999999996760999,2.999985102361145,1.000000050803387
