shape_id,county_name,precinct_id,pres_red,pres_blue,gov_red,gov_blue,con_any_districts,con_red_votes,con_blue_votes
1439,RANDOLPH,18,,,,,,,
2239,RANDOLPH,19,,,,,,,
1434,RANDOLPH,20,,,,,,,
1429,RANDOLPH,21,,,,,,,
1436,RANDOLPH,22,,,,,,,
1226,RANDOLPH,23,,,,,,,
1433,RANDOLPH,24,,,,,,,
1446,RANDOLPH,25,,,,,,,
1216,RANDOLPH,26,,,,,,,
1224,RANDOLPH,27,,,,,,,
1225,RANDOLPH,28,,,,,,,
1227,RANDOLPH,29,,,,,,,
1228,RANDOLPH,30,,,,,,,
1214,RANDOLPH,31,,,,,,,
1443,RANDOLPH,32,,,,,,,
1442,RANDOLPH,33,,,,,,,
1437,RANDOLPH,34,,,,,,,
1221,RANDOLPH,35,,,,,,,
1215,RANDOLPH,36,,,,,,,
1441,RANDOLPH,37,,,,,,,
1229,RANDOLPH,38,,,,,,,
1218,RANDOLPH,39,,,,,,,
1438,RANDOLPH,40,,,,,,,
1151,RICHMOND,01,,,,,,,
1157,RICHMOND,02,,,,,,,
1165,RICHMOND,03,,,,,,,
1150,RICHMOND,04,,,,,,,
1147,RICHMOND,05,,,,,,,
1164,RICHMOND,06,,,,,,,
1163,RICHMOND,07,,,,,,,
1155,RICHMOND,08,,,,,,,
1148,RICHMOND,09,,,,,,,
1162,RICHMOND,10,,,,,,,
1161,RICHMOND,11,,,,,,,
1160,RICHMOND,12,,,,,,,
1158,RICHMOND,13,,,,,,,
1149,RICHMOND,14,,,,,,,
1159,RICHMOND,15,,,,,,,
1156,RICHMOND,16,,,,,,,
1082,ROBESON,01,,,,,,,
1075,ROBESON,02,,,,,,,
1081,ROBESON,03,,,,,,,
1124,ROBESON,04,,,,,,,
1068,ROBESON,05,,,,,,,
1132,ROBESON,06,,,,,,,
1066,ROBESON,07,,,,,,,
1131,ROBESON,08,,,,,,,
1134,ROBESON,09,,,,,,,
1083,ROBESON,10,,,,,,,
2735,ROBESON,11,,,,,,,
2734,ROBESON,11A,,,,,,,
1129,ROBESON,12,,,,,,,
1128,ROBESON,13,,,,,,,
1130,ROBESON,14,,,,,,,
1072,ROBESON,15,,,,,,,
1126,ROBESON,16,,,,,,,
1127,ROBESON,17,,,,,,,
1133,ROBESON,18A,,,,,,,
1067,ROBESON,19,,,,,,,
1073,ROBESON,20,,,,,,,
2492,ROBESON,21,,,,,,,
1087,ROBESON,22,,,,,,,
1125,ROBESON,23,,,,,,,
1122,ROBESON,24,,,,,,,
1123,ROBESON,25,,,,,,,
1076,ROBESON,26,,,,,,,
1121,ROBESON,27,,,,,,,
1086,ROBESON,28,,,,,,,
1065,ROBESON,29,,,,,,,
2736,ROBESON,30,,,,,,,
1085,ROBESON,31,,,,,,,
1080,ROBESON,32,,,,,,,
1084,ROBESON,33,,,,,,,
1135,ROBESON,34,,,,,,,
1077,ROBESON,35,,,,,,,
1074,ROBESON,36,,,,,,,
1071,ROBESON,37,,,,,,,
1069,ROBESON,38,,,,,,,
1079,ROBESON,39,,,,,,,
1070,ROBESON,40,,,,,,,
1078,ROBESON,41,,,,,,,
1904,ROCKINGHAM,DR,,,,,,,
1900,ROCKINGHAM,EC,,,,,,,
1902,ROCKINGHAM,ED-1,,,,,,,
1906,ROCKINGHAM,HO,,,,,,,
1905,ROCKINGHAM,HU,,,,,,,
1912,ROCKINGHAM,IR,,,,,,,
2240,ROCKINGHAM,LI,,,,,,,
1903,ROCKINGHAM,LK-2,,,,,,,
1913,ROCKINGHAM,MA,,,,,,,
1899,ROCKINGHAM,MC,,,,,,,
2685,ROCKINGHAM,MS,,,,,,,
1914,ROCKINGHAM,NB,,,,,,,
1901,ROCKINGHAM,RC,,,,,,,
2684,ROCKINGHAM,SE,,,,,,,
2693,ROCKINGHAM,WS,,,,,,,
1293,ROWAN,01,,,,,,,
1272,ROWAN,02,,,,,,,
1333,ROWAN,03,,,,,,,
1275,ROWAN,04,,,,,,,
2710,ROWAN,05A,,,,,,,
1335,ROWAN,07,,,,,,,
1278,ROWAN,08,,,,,,,
1331,ROWAN,09,,,,,,,
1268,ROWAN,10,,,,,,,
2243,ROWAN,11,,,,,,,
2241,ROWAN,12,,,,,,,
1334,ROWAN,13,,,,,,,
2712,ROWAN,14A,,,,,,,
1287,ROWAN,15,,,,,,,
1329,ROWAN,16,,,,,,,
1270,ROWAN,17,,,,,,,
1290,ROWAN,18,,,,,,,
2711,ROWAN,19A,,,,,,,
1271,ROWAN,21,,,,,,,
1292,ROWAN,22,,,,,,,
1288,ROWAN,23,,,,,,,
1273,ROWAN,24,,,,,,,
1266,ROWAN,25,,,,,,,
1291,ROWAN,26,,,,,,,
1267,ROWAN,27,,,,,,,
1297,ROWAN,28,,,,,,,
1276,ROWAN,29,,,,,,,
1274,ROWAN,30,,,,,,,
1279,ROWAN,31,,,,,,,
1265,ROWAN,32,,,,,,,
1269,ROWAN,33,,,,,,,
1277,ROWAN,34,,,,,,,
1298,ROWAN,35,,,,,,,
1289,ROWAN,36,,,,,,,
1294,ROWAN,38,,,,,,,
1296,ROWAN,39,,,,,,,
1299,ROWAN,40,,,,,,,
2242,ROWAN,41,,,,,,,
1295,ROWAN,42,,,,,,,
1330,ROWAN,44,,,,,,,
1332,ROWAN,45,,,,,,,
2245,RUTHERFORD,03A,,,,,,,
2252,RUTHERFORD,04A,,,,,,,
2248,RUTHERFORD,05A,,,,,,,
887,RUTHERFORD,06A,,,,,,,
2250,RUTHERFORD,09A,,,,,,,
2244,RUTHERFORD,10A,,,,,,,
2246,RUTHERFORD,11,,,,,,,
888,RUTHERFORD,13,,,,,,,
890,RUTHERFORD,14,,,,,,,
2251,RUTHERFORD,16A,,,,,,,
892,RUTHERFORD,18,,,,,,,
2247,RUTHERFORD,19,,,,,,,
885,RUTHERFORD,27,,,,,,,
886,RUTHERFORD,28,,,,,,,
2249,RUTHERFORD,29,,,,,,,
889,RUTHERFORD,30,,,,,,,
891,RUTHERFORD,34,,,,,,,
2367,SAMPSON,AUTR,,,,,,,
1250,SAMPSON,CLCE,,,,,,,
1243,SAMPSON,CLEA,,,,,,,
1263,SAMPSON,CLEM,,,,,,,
1252,SAMPSON,CLNE,,,,,,,
1254,SAMPSON,CLSW,,,,,,,
1255,SAMPSON,CLWE,,,,,,,
1249,SAMPSON,GARL,,,,,,,
1261,SAMPSON,GIDD,,,,,,,
1257,SAMPSON,HARR,,,,,,,
1264,SAMPSON,HERR,,,,,,,
1258,SAMPSON,INGO,,,,,,,
1256,SAMPSON,KEEN,,,,,,,
1251,SAMPSON,KFRK,,,,,,,
1248,SAMPSON,LAKE,,,,,,,
1262,SAMPSON,MING,,,,,,,
1260,SAMPSON,NGRV,,,,,,,
1253,SAMPSON,PLVW,,,,,,,
1244,SAMPSON,ROSE,,,,,,,
1259,SAMPSON,ROWA,,,,,,,
1246,SAMPSON,SBRG,,,,,,,
1245,SAMPSON,TURK,,,,,,,
1247,SAMPSON,WBRK,,,,,,,
1970,SCOTLAND,01,238,1635,249,1566,8,189,1462
1967,SCOTLAND,02,232,1060,233,1009,8,169,988
1962,SCOTLAND,03,1041,987,997,961,8,727,1187
1963,SCOTLAND,04,1404,1180,1366,1135,8,992,1469
1968,SCOTLAND,05,541,297,508,309,8,413,414
1969,SCOTLAND,06,134,217,127,215,8,95,241
1965,SCOTLAND,07,654,1369,615,1334,8,519,1329
1961,SCOTLAND,08,446,325,416,316,8,331,390
1964,SCOTLAND,09,597,500,555,505,8,396,631
1966,SCOTLAND,10,544,645,490,643,8,416,717
2585,STANLY,0002,,,,,,,
2591,STANLY,0003,,,,,,,
2596,STANLY,0007,,,,,,,
2594,STANLY,0008,,,,,,,
2590,STANLY,0010,,,,,,,
2592,STANLY,0011,,,,,,,
2587,STANLY,0012,,,,,,,
2595,STANLY,0013,,,,,,,
2586,STANLY,0014,,,,,,,
2027,STANLY,0015,,,,,,,
2593,STANLY,0016,,,,,,,
2597,STANLY,0017,,,,,,,
2029,STANLY,0018,,,,,,,
2028,STANLY,0019,,,,,,,
2030,STANLY,0020,,,,,,,
2002,STANLY,0021,,,,,,,
2588,STANLY,0022,,,,,,,
2589,STANLY,0023,,,,,,,
2031,STANLY,0024,,,,,,,
2025,STANLY,0025,,,,,,,
2001,STANLY,0026,,,,,,,
2003,STANLY,0027,,,,,,,
2026,STANLY,0028,,,,,,,
467,STOKES,01,,,,,,,
468,STOKES,02,,,,,,,
464,STOKES,03,,,,,,,
472,STOKES,04,,,,,,,
473,STOKES,05,,,,,,,
471,STOKES,06,,,,,,,
466,STOKES,07,,,,,,,
470,STOKES,08,,,,,,,
2260,STOKES,09,,,,,,,
463,STOKES,10,,,,,,,
465,STOKES,11,,,,,,,
462,STOKES,12,,,,,,,
469,STOKES,13,,,,,,,
475,STOKES,14,,,,,,,
480,STOKES,15,,,,,,,
479,STOKES,16,,,,,,,
478,STOKES,17,,,,,,,
477,STOKES,18,,,,,,,
476,STOKES,19,,,,,,,
474,STOKES,20,,,,,,,
2600,SURRY,01,,,,,,,
1152,SURRY,02,,,,,,,
2607,SURRY,03,,,,,,,
2602,SURRY,04,,,,,,,
2253,SURRY,05,,,,,,,
1139,SURRY,06,,,,,,,
1141,SURRY,07,,,,,,,
2601,SURRY,08,,,,,,,
2254,SURRY,09,,,,,,,
2256,SURRY,10,,,,,,,
2257,SURRY,11,,,,,,,
1138,SURRY,12,,,,,,,
1153,SURRY,13,,,,,,,
1143,SURRY,14,,,,,,,
2604,SURRY,15,,,,,,,
2605,SURRY,16,,,,,,,
2255,SURRY,17,,,,,,,
2608,SURRY,18,,,,,,,
2599,SURRY,19,,,,,,,
1142,SURRY,20,,,,,,,
2259,SURRY,21,,,,,,,
2262,SURRY,22,,,,,,,
2258,SURRY,23,,,,,,,
2263,SURRY,24,,,,,,,
2598,SURRY,25,,,,,,,
2609,SURRY,26,,,,,,,
2603,SURRY,27,,,,,,,
2606,SURRY,28,,,,,,,
1140,SURRY,33,,,,,,,
1919,SWAIN,Alarka,,,,,,,
1918,SWAIN,Almond,,,,,,,
1916,SWAIN,BC1,774,616,777,588,11,654,746
1917,SWAIN,BC2,725,588,715,600,11,607,736
1915,SWAIN,WHCH,640,904,662,826,11,577,959
1614,TRANSYLVANIA,B1,,,,,,,
1610,TRANSYLVANIA,B2,,,,,,,
1609,TRANSYLVANIA,B3,,,,,,,
1612,TRANSYLVANIA,B4,,,,,,,
1605,TRANSYLVANIA,BD,,,,,,,
1608,TRANSYLVANIA,CC,,,,,,,
1616,TRANSYLVANIA,CM,,,,,,,
1615,TRANSYLVANIA,DR,,,,,,,
1617,TRANSYLVANIA,EF,,,,,,,
1611,TRANSYLVANIA,LR,,,,,,,
1606,TRANSYLVANIA,PF,,,,,,,
1607,TRANSYLVANIA,RE,,,,,,,
2742,TRANSYLVANIA,TC1,447,108,435,103,11,398,150
2741,TRANSYLVANIA,TC7,750,317,774,275,11,711,358
1613,TRANSYLVANIA,WC,,,,,,,
1404,TYRRELL,1,,,,,,,
1403,TYRRELL,14,,,,,,,
1408,TYRRELL,15,,,,,,,
2441,TYRRELL,16,,,,,,,
2440,TYRRELL,2,,,,,,,
2442,TYRRELL,3,,,,,,,
673,UNION,001,,,,,,,
638,UNION,002,,,,,,,
680,UNION,003,,,,,,,
672,UNION,004,,,,,,,
671,UNION,005,,,,,,,
675,UNION,006,,,,,,,
667,UNION,007,,,,,,,
676,UNION,008,,,,,,,
2638,UNION,009,,,,,,,
679,UNION,010,,,,,,,
650,UNION,011,,,,,,,
648,UNION,012,,,,,,,
677,UNION,013,,,,,,,
644,UNION,014,,,,,,,
647,UNION,015,,,,,,,
646,UNION,016,,,,,,,
652,UNION,017A,,,,,,,
2650,UNION,017B,,,,,,,
2651,UNION,018,,,,,,,
666,UNION,019,,,,,,,
651,UNION,020A,,,,,,,
635,UNION,020B,,,,,,,
634,UNION,021,,,,,,,
2264,UNION,022,,,,,,,
669,UNION,023,,,,,,,
640,UNION,024,,,,,,,
639,UNION,025,,,,,,,
641,UNION,026,,,,,,,
2636,UNION,027,,,,,,,
2635,UNION,028A,,,,,,,
2429,UNION,028B,,,,,,,
2633,UNION,028C,,,,,,,
2345,UNION,028D,,,,,,,
653,UNION,029A,,,,,,,
682,UNION,029B,,,,,,,
636,UNION,029C,,,,,,,
645,UNION,030,,,,,,,
637,UNION,031,,,,,,,
642,UNION,032,,,,,,,
2265,UNION,033,,,,,,,
674,UNION,034,,,,,,,
649,UNION,035,,,,,,,
2637,UNION,036,,,,,,,
668,UNION,037A,,,,,,,
681,UNION,037B,,,,,,,
665,UNION,038A,,,,,,,
654,UNION,038B,,,,,,,
678,UNION,039,,,,,,,
643,UNION,040,,,,,,,
2652,UNION,041,,,,,,,
670,UNION,042,,,,,,,
664,UNION,043,,,,,,,
2686,VANCE,CC,1008,785,1031,750,"1,13",621,796
2206,VANCE,EH1,78,1379,100,1334,1,76,1356
2204,VANCE,HTOP,150,411,165,395,1,130,412
1891,VANCE,KITT,1265,1278,1276,1242,13,1158,1288
2201,VANCE,MIDD,750,1221,795,1164,1,633,1268
2688,VANCE,NH,876,1573,905,1528,1,756,1619
2205,VANCE,NH1,113,1426,119,1393,1,87,1408
2695,VANCE,NV,292,700,306,665,1,224,722
2202,VANCE,SCRK,1117,1561,1099,1541,13,1007,1582
2200,VANCE,SH1,253,1139,274,1092,1,201,1152
2203,VANCE,SH2,141,380,157,365,1,107,393
2687,VANCE,WH,1386,1470,1420,1411,1,1054,1658
1166,WAKE,01-01,249,431,282,369,4,224,428
1167,WAKE,01-02,389,446,423,398,"13,4",284,443
1168,WAKE,01-03,537,391,597,321,13,547,343
1169,WAKE,01-04,284,268,312,231,13,286,241
1170,WAKE,01-05,337,214,340,206,13,339,191
1186,WAKE,01-06,423,564,458,499,4,332,587
1187,WAKE,01-07,202,382,222,347,4,155,409
1188,WAKE,01-09,200,367,239,313,4,178,361
1189,WAKE,01-10,371,346,416,300,4,295,403
1190,WAKE,01-11,680,264,709,231,13,656,250
965,WAKE,01-12,336,437,395,359,4,265,448
966,WAKE,01-13,168,449,206,400,4,142,456
967,WAKE,01-14,328,802,396,703,4,264,829
968,WAKE,01-15,296,273,324,221,13,302,225
969,WAKE,01-16,419,508,451,455,"13,4",260,479
970,WAKE,01-17,280,199,310,161,13,285,174
971,WAKE,01-18,490,574,557,487,"13,4",480,508
972,WAKE,01-19,22,520,39,503,4,21,512
973,WAKE,01-20,56,479,87,436,4,57,470
974,WAKE,01-21,400,737,453,633,"13,4",344,740
975,WAKE,01-22,32,756,58,727,4,32,749
976,WAKE,01-23,437,644,507,514,4,398,614
977,WAKE,01-25,5,56,6,55,4,5,54
1046,WAKE,01-26,39,473,56,443,4,27,466
1047,WAKE,01-27,131,449,167,396,4,107,450
1048,WAKE,01-28,227,918,273,853,4,198,902
1049,WAKE,01-29,574,404,632,339,13,566,350
1050,WAKE,01-30,338,281,376,233,13,323,263
1051,WAKE,01-31,264,847,316,749,4,262,826
1052,WAKE,01-32,314,537,369,450,4,272,537
1053,WAKE,01-33,307,411,369,355,"13,4",208,369
1054,WAKE,01-34,11,618,28,586,4,9,608
1055,WAKE,01-35,15,489,33,463,4,17,477
1056,WAKE,01-36,446,278,482,219,"13,4",405,176
1171,WAKE,01-37,382,357,436,298,13,384,318
1172,WAKE,01-38,355,532,386,486,4,288,552
1173,WAKE,01-39,270,437,299,385,"13,4",232,449
1174,WAKE,01-40,64,927,94,888,4,59,904
1175,WAKE,01-41,262,451,318,374,4,235,463
1176,WAKE,01-42,535,331,586,266,13,523,296
1177,WAKE,01-43,320,450,369,386,4,265,468
1178,WAKE,01-44,417,673,464,586,4,371,680
1179,WAKE,01-45,329,291,359,252,13,335,265
1191,WAKE,01-46,134,873,190,800,4,114,849
1192,WAKE,01-47,515,355,556,291,13,503,316
1193,WAKE,01-48,305,631,375,526,4,268,624
1194,WAKE,01-49,343,677,374,589,4,295,673
1195,WAKE,01-50,32,539,55,512,4,31,530
1196,WAKE,01-51,227,253,260,202,4,187,262
1197,WAKE,02-01,709,466,787,368,13,703,417
1198,WAKE,02-02,1307,690,1422,531,13,1254,625
1199,WAKE,02-03,847,401,928,300,13,832,355
1200,WAKE,02-04,588,304,646,221,13,576,268
1201,WAKE,02-05,302,199,333,158,13,296,168
1202,WAKE,02-06,616,241,669,179,13,601,211
2272,WAKE,03-00,574,356,607,310,2,544,318
978,WAKE,04-01,375,425,421,367,2,355,376
979,WAKE,04-02,437,479,499,387,2,435,402
980,WAKE,04-03,275,405,328,320,4,256,392
981,WAKE,04-04,223,311,248,258,2,228,259
982,WAKE,04-05,423,472,483,387,4,380,491
983,WAKE,04-06,448,442,510,354,13,440,388
984,WAKE,04-07,571,335,617,271,13,556,288
985,WAKE,04-08,365,415,430,320,2,334,353
986,WAKE,04-09,434,381,487,302,2,406,323
987,WAKE,04-10,518,522,589,416,13,498,462
2004,WAKE,04-11,179,255,201,206,4,172,251
2005,WAKE,04-12,476,381,504,313,13,464,353
2006,WAKE,04-13,517,523,613,405,2,496,437
2007,WAKE,04-14,332,313,367,262,2,311,286
2008,WAKE,04-15,423,466,486,374,2,415,403
2009,WAKE,04-16,346,408,392,341,2,335,363
2010,WAKE,04-17,275,334,330,255,2,272,274
2011,WAKE,04-18,430,417,498,333,2,415,362
2012,WAKE,04-19,334,290,385,216,2,327,245
2032,WAKE,04-20,389,444,428,377,2,363,404
2033,WAKE,04-21,188,392,229,329,4,178,380
2034,WAKE,05-01,544,605,623,480,2,531,523
2035,WAKE,05-03,506,365,575,267,2,479,312
2036,WAKE,05-05,1071,1239,1203,1020,4,979,1219
2037,WAKE,05-06,761,628,850,493,2,730,529
2709,WAKE,05-07,864,1124,1038,873,4,827,1048
2708,WAKE,05-08,275,393,327,301,4,261,382
2270,WAKE,06-04,333,314,367,267,13,320,299
2038,WAKE,06-05,584,280,632,211,13,570,227
2040,WAKE,06-06,723,551,826,410,13,726,478
2039,WAKE,06-07,648,485,695,399,13,625,444
2649,WAKE,06-08,318,317,370,250,2,314,264
2656,WAKE,06-09,533,371,607,278,2,513,308
2663,WAKE,06-10,396,233,431,172,2,379,191
2041,WAKE,07-01,317,449,374,371,13,328,401
2042,WAKE,07-02,281,290,323,237,13,273,269
2043,WAKE,07-03,301,272,351,220,13,310,243
2044,WAKE,07-04,589,803,673,680,4,509,821
2065,WAKE,07-05,314,318,355,264,13,307,292
2066,WAKE,07-06,659,482,749,374,13,649,422
2067,WAKE,07-07,654,638,752,510,13,649,580
2068,WAKE,07-09,465,527,509,445,13,441,505
2069,WAKE,07-10,753,932,876,738,4,646,947
2070,WAKE,07-11,235,226,265,192,13,240,196
2071,WAKE,07-12,438,478,513,380,13,435,431
2072,WAKE,07-13,246,304,289,246,13,246,272
2073,WAKE,08-02,720,600,838,458,13,721,532
2097,WAKE,08-03,833,783,956,626,13,809,714
2098,WAKE,08-04,470,301,537,220,13,462,273
2099,WAKE,08-05,412,376,473,292,13,430,322
2100,WAKE,08-06,284,513,328,449,4,260,500
2101,WAKE,08-07,624,406,717,284,13,621,359
2102,WAKE,08-08,910,667,1035,499,13,894,583
2103,WAKE,08-09,376,390,416,338,4,341,403
2104,WAKE,08-10,452,487,517,390,13,446,429
2105,WAKE,08-11,694,764,820,591,13,682,683
2106,WAKE,09-01,657,388,688,349,13,604,391
2107,WAKE,09-02,599,840,639,765,13,557,806
2108,WAKE,09-03,579,342,625,289,13,554,323
2109,WAKE,10-01,316,144,324,129,13,310,128
2110,WAKE,10-02,567,570,622,503,13,551,527
2111,WAKE,10-03,592,468,633,427,13,558,438
2112,WAKE,10-04,905,775,963,712,13,871,747
2113,WAKE,11-01,614,779,710,627,4,527,805
2114,WAKE,11-02,649,673,735,558,13,624,608
2115,WAKE,12-01,957,466,1040,361,13,932,415
2116,WAKE,12-02,693,564,764,450,13,668,517
2117,WAKE,12-04,899,437,951,360,13,856,390
2118,WAKE,12-05,1204,640,1304,487,13,1152,571
2119,WAKE,12-06,462,302,490,253,13,444,288
2120,WAKE,12-07,537,279,580,226,13,512,260
2269,WAKE,12-08,561,580,615,472,13,559,501
2268,WAKE,12-09,549,347,597,268,13,519,308
2121,WAKE,13-01,250,875,305,773,4,236,839
2145,WAKE,13-02,463,373,538,281,13,446,332
2146,WAKE,13-05,257,464,306,401,4,245,441
2147,WAKE,13-06,557,476,592,408,13,529,444
2148,WAKE,13-07,248,387,284,336,4,217,390
2149,WAKE,13-08,159,511,187,457,4,145,495
2150,WAKE,13-09,382,760,455,660,4,355,722
2151,WAKE,13-10,1333,976,1496,765,13,1325,860
2152,WAKE,13-11,703,492,794,379,13,702,416
2153,WAKE,14-01,299,108,307,96,13,280,104
2154,WAKE,14-02,1511,581,1609,442,13,1466,524
2155,WAKE,15-01,908,432,956,368,13,860,425
2156,WAKE,15-02,1114,632,1207,501,13,1072,567
2157,WAKE,15-03,1157,463,1222,378,13,1084,452
2158,WAKE,15-04,468,254,500,201,13,443,242
2159,WAKE,16-01,456,285,500,238,13,460,255
2160,WAKE,16-02,249,897,305,814,4,211,893
2161,WAKE,16-03,268,296,299,264,4,244,302
2162,WAKE,16-04,422,358,462,310,13,394,340
2163,WAKE,16-05,436,347,472,301,13,424,318
2170,WAKE,16-06,163,265,172,246,4,125,284
2171,WAKE,16-07,667,523,741,446,13,646,485
2172,WAKE,16-08,312,1159,386,1079,4,287,1149
2173,WAKE,16-09,425,426,484,345,13,410,400
2174,WAKE,17-01,257,527,285,474,4,231,519
2175,WAKE,17-02,163,147,185,118,13,147,139
2176,WAKE,17-03,618,743,705,616,4,570,715
2177,WAKE,17-04,582,612,649,525,13,563,578
2178,WAKE,17-05,381,642,434,558,4,339,654
2179,WAKE,17-06,441,268,457,235,13,398,264
2180,WAKE,17-07,169,538,209,492,4,146,544
2181,WAKE,17-08,773,984,890,828,13,764,905
2182,WAKE,17-09,86,723,135,658,4,83,694
2183,WAKE,17-10,187,247,202,227,4,155,260
2184,WAKE,17-11,343,693,408,604,4,311,679
2185,WAKE,18-01,548,933,648,793,4,491,929
2186,WAKE,18-02,972,522,1063,392,13,924,463
2187,WAKE,18-03,466,300,525,229,13,448,267
2188,WAKE,18-04,755,497,827,411,13,726,479
2189,WAKE,18-05,911,644,1028,478,13,907,561
2190,WAKE,18-06,526,740,612,613,4,462,746
2191,WAKE,18-07,700,374,772,282,13,673,340
2192,WAKE,18-08,689,538,747,431,13,664,510
2193,WAKE,19-03,718,421,767,339,13,729,372
2194,WAKE,19-04,1136,781,1270,594,13,1096,711
2195,WAKE,19-05,876,337,926,279,13,864,285
2196,WAKE,19-07,446,421,470,369,13,430,390
2197,WAKE,19-09,931,487,1013,394,13,893,460
2198,WAKE,19-10,1421,765,1532,608,13,1395,702
2199,WAKE,19-11,569,376,625,285,13,569,333
1881,WAKE,19-12,894,571,983,453,13,898,513
2659,WAKE,19-13,422,369,484,289,13,427,340
2657,WAKE,19-14,581,318,631,258,13,591,283
2658,WAKE,19-15,507,304,552,244,13,483,277
1882,WAKE,19-16,488,390,537,323,13,476,355
1883,WAKE,19-17,613,674,683,576,13,591,648
2654,WAKE,20-01,402,432,456,337,2,384,360
1884,WAKE,20-03,487,348,530,282,13,467,327
1885,WAKE,20-04,591,508,670,398,13,577,452
1886,WAKE,20-05,656,481,750,346,13,637,409
2655,WAKE,20-06A,554,553,605,454,2,528,468
2271,WAKE,20-06B,718,496,772,387,2,646,443
1887,WAKE,20-08,704,534,781,401,13,676,475
1888,WAKE,20-09,475,384,554,283,13,459,335
2720,WAKE,20-10,561,517,665,380,2,558,417
1889,WAKE,20-11,701,553,775,446,2,659,492
1890,WAKE,20-12,433,300,476,235,2,407,247
2706,WAKE,20-13,1006,1075,1118,888,2,939,927
2707,WAKE,20-14,713,652,816,503,2,663,569
1836,WARREN,001,,,,,,,
1837,WARREN,002,,,,,,,
1839,WARREN,003,,,,,,,
1842,WARREN,004,,,,,,,
1841,WARREN,005,,,,,,,
1845,WARREN,006,,,,,,,
1847,WARREN,007,,,,,,,
1840,WARREN,008,,,,,,,
1838,WARREN,009,,,,,,,
1846,WARREN,010,,,,,,,
1848,WARREN,011,,,,,,,
1835,WARREN,012,,,,,,,
1844,WARREN,013,,,,,,,
1843,WARREN,014,,,,,,,
2273,WASHINGTON,LM,,,,,,,
1940,WASHINGTON,P1,,,,,,,
1943,WASHINGTON,P2,,,,,,,
2274,WASHINGTON,P3,,,,,,,
1942,WASHINGTON,SC,,,,,,,
1941,WASHINGTON,SK,,,,,,,
505,WATAUGA,01,,,,,,,
507,WATAUGA,02,,,,,,,
490,WATAUGA,03,,,,,,,
491,WATAUGA,04,,,,,,,
496,WATAUGA,05,,,,,,,
546,WATAUGA,06,,,,,,,
501,WATAUGA,07,,,,,,,
506,WATAUGA,08,,,,,,,
494,WATAUGA,09,,,,,,,
503,WATAUGA,10,,,,,,,
504,WATAUGA,11,,,,,,,
495,WATAUGA,12,,,,,,,
492,WATAUGA,13,,,,,,,
500,WATAUGA,14,,,,,,,
497,WATAUGA,15,,,,,,,
508,WATAUGA,16,,,,,,,
493,WATAUGA,17,,,,,,,
502,WATAUGA,18,,,,,,,
499,WATAUGA,19,,,,,,,
498,WATAUGA,20,,,,,,,
857,WAYNE,01,332,123,332,117,13,319,122
855,WAYNE,02,475,207,490,186,13,454,209
851,WAYNE,03,464,138,469,120,13,446,137
854,WAYNE,04,558,174,562,157,13,535,168
860,WAYNE,05,319,125,326,105,13,314,118
862,WAYNE,06,221,146,223,139,"1,13",208,146
858,WAYNE,07,571,229,570,213,"1,13",476,266
2644,WAYNE,08,420,104,421,106,13,396,123
2643,WAYNE,09,357,123,372,105,"1,13",350,130
852,WAYNE,10,71,233,88,217,"1,13",68,227
850,WAYNE,11,119,249,133,229,"1,13",98,258
867,WAYNE,12,208,268,229,236,1,192,266
868,WAYNE,13,141,195,156,174,"1,13",128,190
853,WAYNE,14,490,157,513,133,13,484,147
848,WAYNE,15,537,156,545,150,13,503,175
859,WAYNE,16,296,194,302,183,"1,13",274,201
847,WAYNE,17,19,216,20,208,1,15,213
866,WAYNE,18,46,257,52,250,1,46,254
856,WAYNE,19,20,259,23,253,"1,13",15,260
865,WAYNE,20,26,315,33,310,1,23,316
864,WAYNE,21,100,181,107,168,1,74,194
863,WAYNE,22,137,164,152,151,1,115,178
846,WAYNE,23,227,186,242,169,"1,13",218,186
861,WAYNE,24,756,129,750,122,13,711,141
2642,WAYNE,25,373,178,372,171,"1,13",346,143
2640,WAYNE,26,179,223,180,214,"1,13",156,225
849,WAYNE,27,65,194,80,172,1,55,189
2639,WAYNE,28,384,205,389,191,"1,13",368,216
869,WAYNE,29,84,189,88,178,1,78,187
2641,WAYNE,30,90,325,107,305,"1,13",68,284
1033,WILKES,101,,,,,,,
1059,WILKES,102,,,,,,,
1063,WILKES,103,,,,,,,
1062,WILKES,104,,,,,,,
1026,WILKES,105,,,,,,,
1027,WILKES,106,,,,,,,
1020,WILKES,107,,,,,,,
1029,WILKES,108,,,,,,,
1064,WILKES,109,,,,,,,
1036,WILKES,110,,,,,,,
1038,WILKES,111,,,,,,,
1060,WILKES,112,,,,,,,
1037,WILKES,113,,,,,,,
1035,WILKES,114,,,,,,,
1057,WILKES,115A,,,,,,,
1032,WILKES,117,,,,,,,
1028,WILKES,118,,,,,,,
1023,WILKES,119,,,,,,,
1039,WILKES,120,,,,,,,
1058,WILKES,121,,,,,,,
1034,WILKES,122,,,,,,,
1025,WILKES,123,,,,,,,
1022,WILKES,124,,,,,,,
1021,WILKES,125,,,,,,,
1031,WILKES,126,,,,,,,
1024,WILKES,127,,,,,,,
1030,WILKES,128,,,,,,,
1061,WILKES,129,,,,,,,
992,WILSON,PRBL,,,,,,,
