shape_id,county_name,precinct_id,sen_red,sen_blue,con_any_districts,con_red_votes,con_blue_votes,sldu_districts,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2
908,CUMBERLAND,AH49,307,838,4,307,850,1921,97,701,42044,62,790,4710,1763,1916,130,625,276,21,31283,2888,158,977,1570,183,4
1175,CUMBERLAND,AL51,1155,693,7,1200,608,19,1130,747,45,1386,,8554,5053,1585,75,1076,765,35,58356,5314,548,1790,2523,452,78
2331,CUMBERLAND,CC01,77,744,204,79,707,1921,36,600,43,,704,2737,604,1860,61,111,100,36,23917,1739,376,597,686,81,8
902,CUMBERLAND,CC03,105,192,4,104,199,1921,8,215,42044,27,192,2925,857,1484,55,399,129,46,44042,1968,231,895,783,60,8
1178,CUMBERLAND,CC04,224,259,204,237,257,1921,220,260,43044,166,247,1374,789,406,28,101,50,18,19826,955,98,232,518,107,2
1177,CUMBERLAND,CC05,77,700,4,86,690,21,,634,43,,693,3112,745,2074,16,138,138,20,14049,1972,310,764,831,66,5
1202,CUMBERLAND,CC06,267,204,2,285,208,1921,252,185,43044,228,208,2419,1653,436,37,196,96,16,20479,1714,131,489,896,199,2
1180,CUMBERLAND,CC07,305,184,2,325,191,19,280,219,44,266,248,1110,731,232,18,82,46,11,13465,791,65,211,419,96,1
1179,CUMBERLAND,CC08,526,258,204,562,219,1921,427,211,43044,394,280,1214,764,317,21,40,72,28,33953,940,91,207,493,149,2
1197,CUMBERLAND,CC10,227,257,2,241,250,1921,205,143,44,205,285,1638,1001,475,20,95,46,13,12367,1178,122,302,584,169,2
1199,CUMBERLAND,CC12,719,245,2,732,258,19,632,336,44,573,420,1832,1301,187,120,144,79,14,24290,1275,72,194,661,348,2
1201,CUMBERLAND,CC13,29,550,204,33,522,21,,472,43,,524,3461,698,2471,22,158,112,34,31523,2083,384,730,842,127,4
929,CUMBERLAND,CC14,801,418,2,860,394,1921,702,415,43044,678,547,4571,2421,1127,281,534,208,38,44949,3113,263,842,1532,476,6
1198,CUMBERLAND,CC15,769,508,2,787,531,1921,659,495,43044,661,643,4263,2581,1225,52,262,143,36,34636,3047,337,807,1498,406,4
1200,CUMBERLAND,CC16,22,995,4,28,963,21,,831,43,,975,3116,296,2589,56,77,96,21,22717,1659,245,420,803,190,3
934,CUMBERLAND,CC17,118,877,4,121,874,21,,835,42043,,899,5498,917,3766,67,481,267,53,48478,3225,430,1162,1423,209,8
895,CUMBERLAND,CC18,539,255,2,559,249,1921,420,250,44,466,346,3003,2047,471,150,184,150,40,55782,2178,157,384,1126,512,4
1176,CUMBERLAND,CC19,13,308,4,14,299,21,,275,43,,301,2019,293,1462,56,82,125,24,14529,1416,330,541,488,57,7
904,CUMBERLAND,CC21,344,853,4,331,871,1921,10,901,43,,961,3841,1622,1430,144,453,192,29,31439,2564,247,854,1213,251,5
898,CUMBERLAND,CC24,198,232,2,223,222,19,211,227,44,182,262,2261,855,653,133,473,148,21,32953,1349,61,489,694,105,5
903,CUMBERLAND,CC25,297,407,4,301,420,1921,309,388,42044,225,295,3096,1427,920,97,420,231,17,30665,2055,128,485,1241,201,2
933,CUMBERLAND,CC26,303,947,4,303,936,1921,171,705,42044,212,624,4390,1831,1483,161,653,262,23,36706,2954,196,824,1682,252,3
2449,CUMBERLAND,CC27,224,719,4,231,713,1921,111,552,42044,87,580,6676,2679,2332,160,1095,410,51,67550,4237,241,1508,2306,181,4
897,CUMBERLAND,CC29,261,542,4,260,551,1921,13,562,42044,150,381,5256,2150,2007,55,884,160,30,39137,3282,230,1170,1728,154,4
905,CUMBERLAND,CC31,284,407,2,339,375,1921,196,227,42044,244,292,4016,1927,1254,37,507,291,31,33621,2652,336,1181,1063,72,4
900,CUMBERLAND,CC32,93,392,4,101,389,1921,10,377,42044,24,365,1982,658,950,70,199,106,12,15726,1352,131,411,699,111,3
901,CUMBERLAND,CC33,371,557,4,371,566,1921,265,351,42,,647,4566,1706,1735,186,733,205,23,30840,3112,221,997,1668,226,3
896,CUMBERLAND,CC34,568,361,2,624,318,19,543,392,44,510,430,2415,1429,476,112,297,99,18,27729,1606,95,370,837,303,3
2447,CUMBERLAND,CL57-1,266,801,4,282,806,21,,841,42,,840,4430,1648,2020,93,424,245,22,34354,2809,185,910,1530,185,3
2446,CUMBERLAND,CL57-2,226,842,4,235,842,21,,849,42,,871,4629,1416,2284,151,558,221,22,38307,2707,120,815,1569,203,4
894,CUMBERLAND,CU02,340,419,2,378,400,1921,314,350,44,339,441,2962,1390,938,31,381,223,23,24109,1958,247,868,792,51,3
907,CUMBERLAND,EO61-1,881,452,2,928,440,1921,626,333,43045,369,540,2938,1685,974,42,93,143,27,25350,2067,306,904,753,105,77
906,CUMBERLAND,EO61-2,525,354,2,544,360,1921,453,289,43045,106,469,2617,1765,531,61,127,132,12,15309,1727,217,600,766,143,49
2323,CUMBERLAND,G10A,1010,763,2,1046,750,1921,969,725,42044045,1070,132,4999,2746,1209,186,516,341,14,35150,2968,234,839,1423,473,12
2325,CUMBERLAND,G10B,407,483,2,457,486,19,430,501,45,587,,3504,1978,898,24,298,306,21,24188,2098,196,805,1036,61,6
2324,CUMBERLAND,G10C,778,417,2,814,435,1921,765,443,45,940,,4611,2676,950,136,574,275,31,65152,2835,207,943,1290,395,14
2439,CUMBERLAND,G11A-1,155,572,2,184,559,1921,68,428,42045,70,569,4637,1323,1848,178,854,434,21,27967,2431,273,940,1123,96,7
2438,CUMBERLAND,G11A-2,177,615,2,223,572,1921,24,575,42045,108,535,4512,1503,1716,168,673,453,21,29380,2469,298,938,1150,82,18
2615,CUMBERLAND,G11B,123,159,2,129,157,1921,108,84,42043045,144,62,24226,12781,4293,770,4436,1947,211,309107,9335,371,3001,5444,520,191
2315,CUMBERLAND,G1A,215,515,2,255,495,1921,120,424,43,,581,2115,873,960,0,122,160,14,12732,1414,205,699,461,49,24
2332,CUMBERLAND,G1B,977,682,2,1026,674,19,964,722,43045,58,979,4248,2193,1517,29,221,288,25,25599,2828,400,1255,1032,141,58
2445,CUMBERLAND,G2A,580,1254,4,581,1257,1921,141,1068,43,,1383,6919,2049,3877,131,497,365,36,46001,4494,359,1301,2340,493,8
2442,CUMBERLAND,G2B,564,917,4,564,958,1921,420,476,43,,1126,7561,3348,3087,289,530,307,31,43601,4214,312,1189,2120,592,12
2441,CUMBERLAND,G2C-1,390,590,4,390,612,1921,304,361,43,,724,3496,1647,1213,187,311,138,23,33929,2314,152,677,1181,303,3
2440,CUMBERLAND,G2C-2,521,514,4,522,528,1921,423,429,43045,8,711,3508,1682,1189,158,305,175,22,30468,2297,162,635,1128,372,6
2312,CUMBERLAND,G2D,761,875,4,746,889,1921,516,551,43045,707,441,5755,3048,1807,160,450,290,32,45402,3669,292,1067,1704,606,47
2444,CUMBERLAND,G2E-1,116,610,4,125,619,1921,33,522,43045,56,571,1815,671,844,50,148,103,10,13436,1182,77,311,618,177,3
2443,CUMBERLAND,G2E-2,145,808,4,143,796,1921,1,759,42043,,759,3595,752,2296,49,301,197,35,34130,2152,214,702,1033,203,5
2459,CUMBERLAND,G3A-1,301,758,2,362,729,1921,202,409,43044,7,853,5328,1815,2447,131,554,382,21,25678,3126,400,1070,1511,145,5
2458,CUMBERLAND,G3A-2,283,379,2,327,385,1921,165,249,44,288,413,5588,2651,1951,58,487,441,40,42447,3313,534,1161,1523,95,9
2316,CUMBERLAND,G3B,170,187,2,191,187,1921,146,152,43044,154,191,2033,752,831,50,210,189,33,20154,1352,364,503,463,22,4
2461,CUMBERLAND,G3C,298,240,2,313,236,1921,274,210,43044045,222,166,3071,1518,1218,20,157,158,45,41104,2061,317,1048,611,86,38
2317,CUMBERLAND,G4A,273,305,2,301,294,1921,243,250,44,261,338,2247,1223,588,20,212,203,31,26737,1471,246,528,666,31,3
2318,CUMBERLAND,G4B,380,302,2,411,317,1921,303,218,44,373,345,3337,1576,1200,11,259,291,16,18256,2110,286,807,950,67,3
2319,CUMBERLAND,G4C,150,401,2,177,387,1921,114,201,44,169,394,3390,1562,1271,9,254,294,12,15086,2131,277,824,959,72,3
2452,CUMBERLAND,G5A-1,283,788,4,281,799,1921,177,601,42,,851,3783,1146,1849,143,461,184,22,38844,2406,168,655,1334,249,5
2451,CUMBERLAND,G5A-2,389,540,4,375,545,1921,237,300,42,,615,6426,3053,2022,243,710,398,23,51444,3900,289,1056,1971,583,14
2450,CUMBERLAND,G5B-1,105,975,4,117,955,21,,930,42044,28,828,4421,1138,2685,115,347,137,27,36316,2706,231,943,1356,175,5
2454,CUMBERLAND,G5B-2,191,708,4,198,696,21,,718,42,,725,2090,624,967,76,284,139,16,22906,1349,129,481,663,75,4
2326,CUMBERLAND,G5C,286,501,4,265,535,1921,197,306,42,,601,3851,1285,1608,110,620,227,20,29374,2384,146,857,1265,117,3
2327,CUMBERLAND,G6A,1185,440,7,1171,411,19,1092,538,45,1298,,6203,4884,766,15,128,410,37,41588,4121,701,1534,1658,229,104
2328,CUMBERLAND,G6B,356,149,7,361,132,19,339,171,45,371,,2634,1630,710,0,208,86,24,26317,1777,259,819,626,73,182
2329,CUMBERLAND,G6C,464,357,7,465,333,19,433,399,43045,485,152,2008,1189,589,0,153,76,18,19057,1353,197,629,472,55,124
2313,CUMBERLAND,G7A,383,163,2,410,165,19,372,189,45,451,,3805,2548,844,87,152,174,24,26889,2580,344,947,1095,194,89
2314,CUMBERLAND,G7B,360,154,2,387,147,1921,341,164,45,403,,3107,2075,713,71,112,136,22,23528,2131,291,798,888,154,78
2321,CUMBERLAND,G8A,395,738,2,433,718,1921,202,555,42044,241,416,6386,2672,2434,151,738,391,31,43292,3943,265,1363,2055,261,5
2453,CUMBERLAND,G8B,342,373,2,374,361,1921,345,369,44,327,411,2764,1476,676,93,305,214,16,24451,1681,174,504,764,239,6
2322,CUMBERLAND,G8C,304,464,2,339,444,1921,214,248,44,307,485,4709,2146,1566,54,513,430,37,38278,3039,430,1220,1278,112,5
2320,CUMBERLAND,G8D,542,418,2,581,422,1921,554,436,44,531,468,3672,1965,1000,105,335,268,16,26562,2177,226,819,996,136,6
2460,CUMBERLAND,G9A,541,453,2,561,473,19,542,477,43045,416,344,4957,2602,1423,137,434,360,23,35806,2925,315,1091,1346,174,7
2456,CUMBERLAND,G9B-1,613,600,2,643,610,19,626,616,45,795,,8795,4938,1977,111,1102,667,53,77879,5375,659,2035,2395,286,26
2455,CUMBERLAND,G9B-2,682,623,2,709,634,1921,664,537,43045,845,102,4007,2336,765,39,505,362,14,23736,2482,270,836,1166,210,31
932,CUMBERLAND,LI65,815,468,4,808,525,1921,661,466,43045,966,7,5345,3475,1316,8,354,193,30,49047,3516,332,1277,1505,401,124
2448,CUMBERLAND,LR63,278,1081,4,293,1082,21,,1124,42,,1145,6601,1740,3376,170,953,362,28,52899,3718,162,1094,2229,234,7
899,CUMBERLAND,MB62,143,617,4,149,632,21,,633,42,,639,6951,2036,3316,117,995,487,38,61229,4235,316,1390,2337,192,9
931,CUMBERLAND,MR02,325,634,4,319,655,1921,207,337,42044,167,455,4433,1572,1982,153,473,253,25,36716,3010,274,880,1601,255,6
930,CUMBERLAND,SH77,629,440,2,670,444,19,626,477,45,800,,3173,1928,637,13,357,237,30,40708,2038,200,807,896,134,48
635,CURRITUCK,CB,32,32,3,42,30,1,37,35,1,37,35,303,290,0,0,1,12,19,27379,256,0,69,144,43,26
2462,CURRITUCK,CH,681,278,3,785,214,1,671,319,1,698,292,4505,4208,203,43,19,31,50,67590,3157,463,1226,1329,139,67
631,CURRITUCK,CI,78,38,3,85,31,1,71,41,1,75,38,381,358,12,0,5,6,5,5211,267,31,124,98,14,8
632,CURRITUCK,CJ,110,86,3,142,58,1,126,80,1,121,80,1170,963,148,11,40,8,16,19216,761,138,325,273,25,66
597,CURRITUCK,GW,69,27,3,79,19,1,75,21,1,67,27,1435,1143,110,6,115,61,9,16794,982,124,338,486,34,40
636,CURRITUCK,IR,236,101,3,268,81,1,222,126,1,228,122,1986,1651,203,16,83,32,23,29787,1323,214,528,535,46,86
633,CURRITUCK,KI,250,78,3,289,68,1,245,105,1,257,90,1523,1495,0,4,19,5,44,53404,1109,142,544,381,42,44
2463,CURRITUCK,MY,1045,326,3,1113,287,1,1028,372,1,1044,357,4953,3945,381,19,396,211,31,57971,3391,429,1168,1677,117,140
634,CURRITUCK,PB,748,361,3,861,287,1,742,404,1,728,404,4570,4176,200,4,81,109,49,59289,3253,431,1395,1249,178,92
598,CURRITUCK,PP,360,197,3,419,153,1,355,226,1,364,201,3146,2738,208,7,81,112,28,37243,2308,366,858,949,136,66
630,CURRITUCK,WH,156,84,3,173,70,1,147,92,1,159,74,510,487,0,0,3,20,33,45990,430,0,115,242,73,43
733,DARE,AVON,182,106,3,224,69,1,183,110,6,171,121,1259,1071,0,0,176,12,13,13266,929,131,284,456,58,25
796,DARE,BUX,293,169,3,376,111,1,296,188,6,269,209,997,848,0,0,139,10,10,10504,736,104,225,361,46,20
728,DARE,CHCA,115,108,3,153,80,1,104,121,6,109,124,1354,1143,0,0,193,18,15,15153,993,146,304,482,61,52
2195,DARE,COL,767,525,3,865,447,1,741,568,6,678,639,5772,5221,33,10,276,231,38,49103,4190,223,1629,2087,251,14
706,DARE,DUCK,127,124,3,135,117,1,115,138,6,100,154,2084,1950,2,15,58,60,30,47010,1696,57,313,991,334,10
726,DARE,EL,20,4,3,25,3,1,13,15,6,13,15,722,492,7,0,152,70,19,19355,448,136,144,153,14,358
735,DARE,FRCO,196,131,3,245,102,1,202,142,6,197,143,346,294,0,0,48,3,4,3644,255,36,78,125,16,7
734,DARE,HAT,119,100,3,181,48,1,135,92,6,115,112,485,413,0,0,68,5,5,5113,358,51,109,176,22,10
2194,DARE,KDH,1057,786,3,1229,683,1,1037,862,6,913,999,3879,3564,27,2,206,80,35,45444,2832,145,1032,1462,192,7
705,DARE,KTHK,779,492,3,880,408,1,732,558,6,656,633,2579,2521,2,8,34,13,35,42011,1881,58,614,1048,162,15
731,DARE,MATO,1152,1033,3,1422,823,1,1044,1197,6,901,1332,7399,5865,663,102,596,173,71,84590,5452,544,1986,2358,564,40
729,DARE,MH,129,106,3,200,50,1,122,133,6,121,125,2613,2372,8,6,133,93,30,35197,1866,129,669,942,125,163
732,DARE,NGHD,622,533,3,747,437,1,593,587,6,510,677,2136,1949,34,12,97,44,34,41604,1638,64,441,933,200,29
730,DARE,SOSH,1053,698,3,1172,596,1,963,804,6,773,1009,1700,1590,2,12,47,49,25,38347,1383,46,256,809,273,8
727,DARE,STPT,51,26,3,71,15,1,46,40,6,47,36,439,300,2,0,93,43,12,11894,271,82,87,93,9,219
797,DARE,WAN,338,142,3,406,91,1,296,204,6,290,204,1100,1020,2,1,65,13,27,32027,809,79,308,395,28,19
141,DAVIDSON,04,1558,466,5,1613,457,33,1700,,81,1583,,6307,5536,527,25,192,27,53,77072,4436,345,1772,1979,340,30
194,DAVIDSON,06,661,191,12,1345,428,33,728,,81,700,,6371,5773,293,4,258,43,53,58561,4472,820,1880,1551,221,87
2476,DAVIDSON,08,291,146,8,337,114,33,371,,81,356,,663,559,50,3,37,15,5,4837,468,95,204,143,26,9
2474,DAVIDSON,10,572,256,812,634,222,33,699,,81,686,,4409,3454,557,128,166,105,43,48231,3112,684,1105,1134,189,49
145,DAVIDSON,12,232,82,8,265,61,33,306,,80,259,,198,194,0,0,1,2,2,1814,134,31,63,35,4,4
2469,DAVIDSON,14,550,107,8,585,97,33,606,,80,538,,2748,2677,7,5,31,28,29,26597,1967,440,858,580,89,80
140,DAVIDSON,16,990,190,5,995,211,33,1035,,80,986,,4259,3785,105,26,290,53,56,66767,3036,543,1278,1088,127,23
2475,DAVIDSON,18,622,150,8,674,121,33,700,,80,628,,2391,2309,9,1,41,31,25,24783,1735,407,681,560,86,94
2470,DAVIDSON,20,742,182,8,815,144,33,847,,80,809,,4255,4083,14,12,78,67,30,31707,2962,614,1304,942,102,55
2472,DAVIDSON,22,232,79,12,478,171,33,271,,81,240,,4729,3050,534,377,616,153,29,26057,3136,942,1313,818,63,17
2466,DAVIDSON,24,339,120,5,376,122,33,412,,81,390,,2249,1713,117,111,245,62,21,21115,1563,349,698,477,39,11
2464,DAVIDSON,26,264,113,5,282,111,33,311,,81,283,,1722,1453,44,35,159,32,20,21293,1240,219,565,418,38,11
739,DAVIDSON,28,643,275,12,1309,506,33,749,,81,717,,4336,3370,478,43,386,59,40,39507,2873,663,1086,965,159,24
143,DAVIDSON,30,89,680,12,195,1318,33,257,,81,246,,2813,1392,860,20,449,92,17,13584,1703,449,664,483,107,9
199,DAVIDSON,32,156,244,12,340,469,33,275,,81,238,,1786,982,430,17,318,39,18,14540,1112,285,395,358,74,5
2465,DAVIDSON,34,290,314,5,322,303,33,427,,81,387,,1609,1046,235,95,170,62,15,12579,1070,304,423,295,48,4
2473,DAVIDSON,36,168,325,12,373,634,33,332,,81,263,,1864,1212,417,29,136,69,28,22440,1260,329,444,384,102,3
2471,DAVIDSON,38,50,324,12,120,613,33,127,,81,115,,1955,843,658,10,427,17,20,11053,1263,527,450,242,44,4
2478,DAVIDSON,40,424,469,8,514,381,33,656,,81,545,,4155,2017,1284,33,717,103,32,23061,2587,807,978,665,137,13
2468,DAVIDSON,42,705,97,8,738,78,33,703,,80,742,,4412,4191,23,4,113,81,29,30398,2981,601,1269,1034,77,43
196,DAVIDSON,44,1214,453,5,1243,467,33,1350,,80,1262,,5968,5155,283,91,376,64,52,59626,4376,614,1809,1611,342,49
146,DAVIDSON,46,824,242,5,825,267,33,892,,80,850,,3121,2845,81,70,122,3,28,37679,2230,333,925,833,138,26
737,DAVIDSON,48,729,233,5,771,229,33,853,,81,793,,3363,3133,77,0,131,22,26,26902,2324,417,992,804,111,44
736,DAVIDSON,50,901,216,5,950,213,33,974,,81,891,,4843,4607,42,4,144,46,58,68718,3457,476,1448,1240,293,54
2477,DAVIDSON,52,1153,338,8,1250,277,33,1329,,81,1252,,7404,6625,147,2,284,347,38,48891,4967,835,2160,1753,219,81
2467,DAVIDSON,54,513,71,8,535,65,33,536,,80,497,,2263,2226,3,20,13,0,21,20632,1762,314,812,519,116,49
203,DAVIDSON,56,420,93,8,451,71,33,484,,80,423,,3661,3554,11,0,50,46,39,36589,2590,612,1085,784,109,123
147,DAVIDSON,58,730,266,8,811,239,33,830,,81,801,,3064,2884,128,9,0,43,24,26490,2258,450,726,910,172,37
738,DAVIDSON,60,934,514,8,981,470,33,1070,,80,1042,,5730,3177,1545,44,867,97,44,46747,3726,643,1496,1472,115,11
197,DAVIDSON,62,135,354,12,286,666,33,216,,80,207,,2098,920,789,10,353,25,15,14606,1348,235,548,522,44,3
249,DAVIDSON,64,95,468,12,209,865,33,175,,80,168,,2337,909,1130,26,244,28,22,14782,1491,365,632,449,46,4
144,DAVIDSON,66,308,234,8,339,213,33,382,,80,380,,1997,1463,285,4,234,11,14,13454,1383,266,625,446,45,5
742,DAVIDSON,68,436,307,8,474,263,33,507,,80,497,,3738,2355,635,69,631,48,28,22208,2526,543,1077,876,29,6
740,DAVIDSON,70,729,180,12,1457,346,33,774,,81,684,,4287,3191,790,18,231,56,39,36885,2991,553,1364,976,98,40
743,DAVIDSON,72,844,168,12,1725,304,33,882,,80,827,,6036,5399,80,51,328,178,62,78526,4078,633,1606,1682,158,38
744,DAVIDSON,74,1077,251,8,1138,196,33,1130,,80,1122,,6197,5156,495,7,491,49,45,45693,4346,726,1905,1569,146,35
741,DAVIDSON,76,1002,214,8,1045,186,33,1045,,80,1057,,4880,4198,269,11,362,40,32,30799,3359,492,1318,1441,109,20
193,DAVIDSON,78,870,249,5,899,271,33,974,,81,929,,5176,4728,196,0,228,25,43,50446,3594,681,1562,1193,157,59
2643,DAVIDSON,80A,1609,336,512,3131,604,33,1732,,80,1582,,5166,4907,94,22,123,21,35,50198,3738,352,1429,1733,224,50
142,DAVIDSON,82,814,255,5,847,275,33,952,,81,904,,4726,4050,236,283,140,18,41,56167,3439,523,1437,1345,133,43
190,DAVIDSON,84,1358,454,5,1388,479,33,1483,,81,1393,,5581,5224,63,6,135,153,64,86810,4039,411,1604,1516,508,43
2385,DAVIDSON,86A,757,385,5,781,380,33,871,,80,826,,3059,2440,349,106,146,19,19,26733,2159,171,731,1072,185,16
2384,DAVIDSON,88,884,226,5,900,210,33,934,,80,895,,5713,4264,781,233,396,40,48,58417,4001,381,1305,1974,342,18
1953,DAVIE,01,362,136,5,371,141,34,365,145,79,374,129,2105,1749,87,9,199,61,10,10600,1394,246,738,377,33,56
1954,DAVIE,02,312,125,5,329,142,34,325,138,79,352,110,2141,1779,89,9,202,62,10,10792,1418,250,750,384,34,57
2482,DAVIE,03,826,233,5,874,250,34,815,289,79,899,214,3791,3149,160,17,357,109,18,19475,2513,444,1321,686,62,101
1955,DAVIE,04,406,193,5,453,189,34,446,195,79,489,156,1593,1232,143,0,166,52,12,11286,1151,281,525,318,26,25
2483,DAVIE,05,845,234,5,883,250,34,787,322,79,862,249,4845,4416,87,55,227,60,40,53377,3332,363,1287,1366,315,87
1956,DAVIE,06,507,191,5,517,204,34,493,215,79,534,175,2974,2872,58,1,14,29,28,35291,2192,190,722,1020,260,72
1957,DAVIE,07,516,204,5,564,188,34,532,207,79,593,154,3816,2946,346,0,398,126,29,27187,2765,679,1258,765,63,58
2480,DAVIE,08,423,352,5,477,322,34,451,345,79,514,276,1063,765,183,0,95,21,10,9989,714,148,270,261,35,9
2479,DAVIE,09,563,342,5,635,316,34,579,371,79,652,286,2681,1997,376,2,247,59,23,22902,1824,381,749,618,76,34
1958,DAVIE,10,806,295,5,844,304,34,787,334,79,857,262,2378,2248,61,10,37,22,18,24298,1769,142,538,844,246,37
1959,DAVIE,11,596,146,5,614,147,34,584,157,79,617,131,3336,3120,95,21,70,31,21,30985,2493,192,728,1203,371,38
1960,DAVIE,12,1243,424,5,1297,413,34,1180,495,79,1280,389,3901,3608,114,32,109,37,23,34716,2895,227,852,1384,433,36
1972,DAVIE,13,1151,443,5,1173,447,34,1103,485,79,1205,377,1091,1009,32,9,31,11,6,9805,808,64,239,386,120,10
2481,DAVIE,14,661,288,5,709,275,34,653,320,79,710,257,5802,4336,899,5,488,73,58,58016,4010,765,1456,1540,249,63
364,DUPLIN,ALBE,333,65,7,329,62,10,352,53,4,355,,2878,1532,102,0,1232,12,10,11032,1707,690,514,438,64,100
295,DUPLIN,BEUL,568,172,7,578,159,10,604,164,4,623,,3658,2854,477,0,287,40,28,24999,2468,521,957,857,132,123
2614,DUPLIN,CALY,209,101,7,211,88,10,227,87,4,233,,1498,649,241,15,578,15,11,11644,942,316,315,283,27,61
355,DUPLIN,CFRK,247,38,7,255,33,10,264,28,4,268,,1721,1066,457,0,172,25,17,14081,1180,258,462,401,60,54
2485,DUPLIN,CHAR,122,253,7,129,253,10,145,251,4021,167,2,2815,1520,880,3,407,5,32,25235,2054,401,828,723,102,98
362,DUPLIN,CHIN,233,97,7,237,93,10,247,92,4,251,,900,684,159,0,34,23,9,7913,591,140,257,184,11,58
358,DUPLIN,CYCK,371,99,7,382,85,10,388,90,4,397,,2966,2253,528,0,112,73,29,26158,1949,464,846,604,35,191
359,DUPLIN,FAIS,235,200,7,224,171,10,257,186,4021,244,64,3219,1278,667,46,1188,40,27,29846,2068,642,715,659,53,141
367,DUPLIN,GLIS,166,37,7,170,40,10,172,44,4,178,,2226,1182,77,0,958,9,7,8483,1319,535,396,338,50,77
354,DUPLIN,HALL,184,115,7,185,112,10,187,124,4,216,,2750,1757,670,6,276,41,23,20179,1875,397,731,658,90,94
356,DUPLIN,KENA,288,364,7,265,341,10,316,351,4021,279,214,6362,1975,3074,94,1050,169,36,38221,4362,825,1708,1730,100,285
2484,DUPLIN,LOCK,124,35,7,124,34,10,131,35,4,135,,711,414,208,0,85,4,8,6572,516,99,213,180,24,28
363,DUPLIN,MAGN,144,198,7,143,190,10,148,201,21,,250,2751,619,787,17,1270,58,31,31060,1635,578,595,429,32,141
357,DUPLIN,ROCK,171,148,7,175,145,10,183,144,21,,220,3412,1587,978,43,800,5,24,19813,2191,724,742,665,59,128
365,DUPLIN,ROSE,282,288,7,292,275,10,302,275,21,,389,1840,865,527,24,423,1,13,10454,1181,390,399,361,32,69
366,DUPLIN,SMCA,257,72,7,255,75,10,292,65,4,297,,2769,2385,171,0,188,25,18,16989,1851,383,715,650,102,96
361,DUPLIN,WALL,698,625,7,763,559,10,774,582,4021,734,243,7383,4181,2122,26,937,117,55,37596,5568,1722,2116,1515,215,87
360,DUPLIN,WARS,271,545,7,226,496,10,317,511,21,,655,5616,2128,2477,4,888,118,43,30659,3690,985,1457,1167,81,138
368,DUPLIN,WOLF,360,93,7,355,85,10,376,93,4,400,,4068,2156,145,0,1750,17,14,15552,2411,978,725,617,91,141
372,DURHAM,01,38,327,1,39,330,2022,20,223,31,37,331,2133,976,555,69,494,39,22,25635,1504,307,284,559,354,1
189,DURHAM,02,77,756,1,75,771,2022,57,433,29031,46,641,3709,1650,977,399,564,119,46,31240,1489,304,303,534,348,2
318,DURHAM,03,47,558,1,44,565,2022,33,468,30,,557,1937,1445,92,171,154,76,27,44388,1412,21,83,786,521,1
319,DURHAM,04,96,634,4,96,644,2022,74,637,30,,648,2634,2332,60,100,127,15,34,65804,2016,25,197,905,889,3
192,DURHAM,05,85,632,1,100,620,2022,77,503,30,,630,10465,3018,3378,1958,1801,310,55,42828,4245,1111,1054,1353,728,6
254,DURHAM,06,69,596,1,75,594,2022,52,525,29030,,507,4601,2020,1468,168,733,214,25,32553,3248,526,812,1131,779,5
202,DURHAM,07,54,543,1,60,538,2022,40,415,29031,36,354,2537,1261,852,122,229,73,29,41120,1686,239,277,666,505,2
201,DURHAM,08,32,641,1,37,638,2022,7,529,29,,603,2444,1044,1030,122,182,65,24,24351,1614,283,311,599,421,2
317,DURHAM,09,164,790,1,173,777,2022,92,459,29,,798,3249,1619,1191,88,281,70,35,42503,2469,312,418,1025,714,3
369,DURHAM,10,7,258,1,8,256,20,,253,29,,257,2156,172,1601,17,332,34,41,29303,1183,385,373,376,49,2
421,DURHAM,12,5,173,1,3,175,20,,175,29,,174,1217,54,927,3,194,39,27,18370,753,225,239,259,30,1
313,DURHAM,13,7,288,1,10,284,20,,282,29,,271,2016,5,1685,0,156,169,21,16329,1047,318,390,272,67,2
374,DURHAM,14,43,459,1,50,455,20,,468,29031,20,355,5100,450,3008,4,1342,296,33,31932,3027,1004,949,1012,62,4
373,DURHAM,15,27,322,1,33,312,20,,320,29,,315,2524,198,1444,0,711,171,16,14629,1466,530,462,446,27,1
422,DURHAM,16,205,624,4,208,627,2022,189,611,29,,635,3295,2161,731,155,230,18,35,70988,2553,91,304,1479,679,2
250,DURHAM,17,18,619,1,21,616,2022,0,602,29,,593,4681,959,2672,40,953,57,58,66069,2957,845,829,894,389,3
150,DURHAM,18,29,541,1,33,532,20,,539,29031,26,464,5769,415,3109,3,2143,99,40,35908,3408,1189,1014,1115,90,4
253,DURHAM,19,113,757,1,116,773,20,,793,31,107,777,3899,1241,1437,21,1138,63,32,38475,2624,616,694,939,375,8
371,DURHAM,20,40,620,1,41,628,2022,37,572,31,43,623,2641,1399,497,74,619,52,28,36500,1900,294,248,771,587,2
370,DURHAM,21,88,579,1,97,578,2022,5,561,31,88,586,3016,1128,1059,35,730,64,27,29110,2079,524,507,724,324,3
312,DURHAM,22,54,1220,1,58,1223,20,,1236,31,51,1226,6115,1096,3865,83,894,177,48,43356,3738,892,1277,1235,334,8
