shape_id,county_name,precinct_id,sen_red,sen_blue,con_any_districts,con_red_votes,con_blue_votes,sldu_districts,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2
2368,ALAMANCE,01,1071,295,2,1109,313,24,1166,,64,1138,,5259,4918,148,0,85,108,64,67465,3679,727,1518,1278,156,129
2366,ALAMANCE,02,1246,313,6,1285,314,24,1350,,64,1293,,5274,4479,273,216,203,102,46,55405,3525,601,1318,1361,245,77
2361,ALAMANCE,035,920,434,6,955,431,24,1053,,64,981,,7191,5448,819,96,624,204,38,49949,3624,684,1173,1591,176,27
2374,ALAMANCE,03C,943,455,6,979,447,24,1079,,63064,923,411,3236,2835,184,46,127,44,43,62247,2237,133,557,1167,381,5
2723,ALAMANCE,03N,862,586,6,881,582,24,1018,,64,981,,4764,4182,361,116,85,20,40,69556,2792,92,691,1508,501,5
2372,ALAMANCE,03N2,201,267,6,213,262,24,262,,64,236,,498,463,14,5,13,3,9,11873,390,16,78,197,99,1
2363,ALAMANCE,03S,1388,906,6,1453,894,24,1648,,64,1584,,6365,4499,475,761,517,113,51,67691,4459,551,1104,2306,497,21
2373,ALAMANCE,03W,738,396,6,754,412,24,869,,64,828,,2708,2430,129,33,86,29,38,52566,1895,127,408,945,415,6
2357,ALAMANCE,04,1287,396,6,1339,402,24,1425,,64,1329,,6221,5387,392,27,347,68,48,61922,4158,636,1405,1914,203,94
2356,ALAMANCE,05,853,251,6,895,246,24,959,,64,899,,4161,3263,458,13,323,105,59,55715,3048,599,1262,1055,132,88
10,ALAMANCE,063,354,549,4,350,563,24,503,,63064,277,469,3975,1368,1289,42,1215,62,17,16740,2469,724,966,723,56,6
15,ALAMANCE,064,1169,686,6,1208,692,24,1388,,63,1211,650,6533,4183,473,55,1722,99,70,92348,4377,624,1564,1948,240,17
9,ALAMANCE,06E,423,432,6,468,416,24,566,,63,447,430,2527,1453,499,46,454,75,31,29610,1651,283,579,659,130,6
7,ALAMANCE,06N,231,466,4,237,469,24,356,,63,264,444,4123,1773,1203,22,880,245,36,23618,2652,747,1146,702,56,4
2364,ALAMANCE,06S,695,418,6,747,434,24,848,,63,739,403,4353,3037,807,17,347,144,50,45209,3073,549,1117,1228,179,13
137,ALAMANCE,06W,181,182,6,193,181,24,243,,63064,169,162,1777,795,541,9,368,65,11,8668,1039,289,421,322,7,2
2365,ALAMANCE,07,1029,312,6,1043,320,24,1099,,64,1054,,3942,3371,301,40,194,37,40,41604,2778,452,1041,1116,170,54
2367,ALAMANCE,08N,689,413,6,723,424,24,816,,64,785,,3847,3374,245,11,157,61,37,43457,2749,393,1059,1135,162,87
2369,ALAMANCE,08S,440,195,6,455,201,24,504,,64,485,,2877,2521,180,0,129,47,30,36589,2090,260,837,854,140,83
89,ALAMANCE,09N,505,345,6,523,350,24,610,,63,529,334,1784,1369,167,12,182,53,20,24345,1276,200,435,567,75,14
87,ALAMANCE,09S,1028,675,6,1058,703,24,1223,,63,1055,675,6724,4901,940,41,687,156,73,89824,4898,857,1783,1903,355,75
2371,ALAMANCE,103,784,342,6,809,347,24,876,,63,782,345,4760,3239,626,11,660,225,40,50162,3241,485,1119,1476,161,31
2355,ALAMANCE,10N,963,605,6,1004,615,24,1151,,63,987,601,3645,2714,480,4,402,45,42,52437,2627,330,842,1277,179,20
14,ALAMANCE,10S,1261,1354,6,1345,1334,24,1665,,63,1313,1328,9518,6310,2215,118,561,314,65,88637,6203,459,2127,3023,595,22
13,ALAMANCE,11,533,778,4,532,784,24,699,,63,552,752,4944,2998,1419,59,293,174,39,39748,3529,545,1437,1280,268,113
8,ALAMANCE,1210,358,309,6,389,310,24,483,,63,386,295,1294,658,445,59,120,12,13,11952,835,111,281,409,34,3
2360,ALAMANCE,124,491,391,6,505,397,24,611,,63,503,390,1902,1462,198,29,161,52,33,31807,1419,129,315,772,203,3
12,ALAMANCE,125,595,325,6,646,311,24,677,,63,606,320,2104,1436,401,36,160,71,20,21509,1505,195,454,745,111,3
2359,ALAMANCE,126,670,416,6,679,409,24,790,,63,658,444,2156,1896,122,29,63,45,42,50095,1721,94,329,987,312,3
2358,ALAMANCE,127,318,1137,4,326,1110,24,566,,64,542,,8435,2365,3866,3,1799,401,62,55304,5357,1471,2161,1563,162,14
16,ALAMANCE,128,181,408,4,188,415,24,307,,64,280,,3356,1629,958,29,626,114,24,19534,2118,428,747,845,97,3
2362,ALAMANCE,129,535,253,6,563,245,24,616,,63,555,237,5161,3116,1291,195,474,84,66,63888,3453,541,1234,1509,170,17
138,ALAMANCE,12E,180,271,4,174,272,24,258,,64,241,,3184,1214,1081,30,781,79,29,20859,2164,753,880,483,47,3
11,ALAMANCE,12N,129,1163,4,152,1111,24,377,,64,349,,4683,1315,2071,25,1121,151,27,22848,3009,796,1217,934,63,7
88,ALAMANCE,12S,94,258,4,95,253,24,173,,64,151,,3077,1311,976,13,666,111,17,12945,1823,531,731,548,14,2
139,ALAMANCE,12W,457,481,6,476,484,24,576,,63,462,492,2397,1327,548,15,424,83,23,19200,1663,227,519,767,150,3
2354,ALAMANCE,13,578,682,406,504,683,24,772,,63,623,652,6454,3274,1668,24,1371,117,46,40300,4050,764,1751,1409,126,37
65,ALEXANDER,B1,998,318,5,1072,314,42,929,,73,1167,,3276,3073,108,1,60,35,25,30412,2443,248,1012,1018,165,26
66,ALEXANDER,B2,1149,380,5,1230,387,42,1070,,73,1341,,4003,3747,137,3,73,44,31,37311,2984,311,1242,1231,199,33
67,ALEXANDER,E,759,329,5,833,339,42,668,,73,911,,4123,3744,262,9,70,38,55,44422,3036,634,1519,757,127,117
68,ALEXANDER,G1,248,63,5,247,82,42,209,,73,257,,1420,1398,17,0,2,3,17,15801,972,203,450,293,25,65
69,ALEXANDER,G2,251,153,5,279,162,42,232,,73,317,,986,971,12,0,1,2,12,10990,673,141,312,204,17,45
70,ALEXANDER,L,399,108,5,429,117,42,345,,73,434,,1521,1486,8,0,26,0,18,15173,1110,228,540,291,50,67
71,ALEXANDER,M,474,193,5,533,190,42,444,,73,570,,3870,3210,190,0,407,63,22,18376,2551,527,1288,683,52,60
72,ALEXANDER,S1,593,216,5,642,269,42,520,,73,689,,2740,2361,114,0,229,37,19,16625,1820,377,903,501,39,60
73,ALEXANDER,S2,243,135,5,259,143,42,229,,73,297,,845,701,42,0,89,14,5,4019,557,115,281,149,11,13
74,ALEXANDER,SL,335,91,5,350,93,42,305,,73,350,,1208,1183,9,0,15,1,14,12457,865,179,415,237,35,54
75,ALEXANDER,T1,419,109,5,452,129,42,385,,73,481,,3030,2416,248,137,128,100,18,21160,2077,483,990,536,68,33
100,ALEXANDER,T2,399,261,5,451,244,42,365,,73,512,,2111,1762,196,13,113,26,15,12375,1496,328,718,400,50,25
101,ALEXANDER,T3,347,184,5,409,174,42,347,,73,439,,1672,1367,162,10,109,24,10,8686,1173,257,567,312,36,14
102,ALEXANDER,T4,425,270,5,481,249,42,375,,73,519,,2173,1772,227,16,129,30,14,11436,1539,340,739,409,50,16
103,ALEXANDER,T5,298,96,5,321,103,42,267,,73,335,,1510,1210,131,55,70,43,9,9957,1043,240,498,271,34,15
104,ALEXANDER,W,588,182,5,634,204,42,470,,73,673,,2620,2083,206,133,105,93,15,18916,1788,419,851,459,59,29
45,ALLEGHANY,01,416,173,5,459,175,45,422,172,94,474,,1823,1658,8,0,152,6,21,18787,1351,289,597,380,86,105
48,ALLEGHANY,02,103,36,5,115,40,45,109,40,94,109,,593,572,1,0,18,2,11,8512,473,70,181,199,23,62
2416,ALLEGHANY,03,844,625,5,978,644,45,819,656,94,1067,,4322,3445,195,20,577,85,49,34443,3016,626,1222,1002,166,126
47,ALLEGHANY,04,509,172,5,514,231,45,473,198,94,539,,1781,1620,8,0,147,6,21,18238,1320,285,581,370,83,102
2417,ALLEGHANY,05,174,126,5,191,127,45,170,120,94,203,,712,687,2,0,21,2,14,10234,569,84,217,239,28,74
91,ALLEGHANY,06,221,127,5,250,129,45,229,116,94,261,,757,730,2,0,23,2,15,10886,604,90,231,254,30,79
50,ALLEGHANY,07,229,97,5,260,94,45,230,96,94,256,,961,845,23,2,80,11,14,10489,716,129,283,267,37,62
84,ANSON,ANS,174,296,8,224,262,25,183,307,55,171,314,1778,878,842,27,7,24,43,31836,1299,204,700,366,30,172
83,ANSON,BURN,340,191,8,385,158,25,336,202,55,332,210,3191,1841,1127,86,73,64,15,17308,2288,397,1195,644,52,127
85,ANSON,GULL,139,303,8,171,280,25,140,312,55,144,304,1546,476,947,0,123,0,12,9059,994,321,418,241,14,134
78,ANSON,LILE,331,719,8,393,674,25,309,755,55,330,740,3112,1743,1291,1,16,61,50,38486,2325,430,1281,566,49,286
82,ANSON,MM,92,448,8,116,426,25,84,456,55,93,442,1294,398,792,0,103,0,10,7581,831,268,350,202,12,112
76,ANSON,PEAC,313,190,8,368,145,25,301,205,55,305,210,2296,1322,813,62,52,46,11,12449,1647,286,860,463,38,91
86,ANSON,POLK,159,185,8,190,162,25,149,194,55,148,205,1595,918,565,43,36,32,8,8636,1144,199,598,321,26,64
79,ANSON,W1,222,690,8,277,655,25,217,715,55,235,699,2995,823,2068,8,89,6,39,31400,2012,495,877,574,66,113
80,ANSON,W2,165,455,8,215,415,25,152,473,55,171,463,3987,1743,1986,45,158,55,27,20077,2722,499,1173,872,178,75
81,ANSON,W3,370,604,8,478,510,25,315,671,55,373,617,2281,974,1159,23,95,30,16,11489,1551,290,660,497,103,45
77,ANSON,WS,69,68,8,77,64,25,67,70,55,70,73,2073,759,1153,12,139,9,15,11947,1366,393,608,344,22,158
1017,ASHE,02,271,114,5,277,151,45,275,139,93,254,172,2057,1921,17,5,91,25,26,17895,1538,367,601,490,81,75
1015,ASHE,03,154,37,5,163,39,45,152,42,93,156,47,1934,1857,10,7,37,23,21,17281,1485,215,603,553,115,74
1009,ASHE,04,82,57,5,91,62,45,83,66,93,77,73,738,719,2,4,4,9,7,6678,578,35,240,249,54,30
1041,ASHE,06,111,60,5,138,63,45,119,68,93,113,82,841,789,4,4,33,11,11,7762,614,118,246,223,29,47
1040,ASHE,07,81,65,5,80,74,45,77,68,93,74,75,767,745,3,2,7,9,13,8924,581,150,243,163,25,47
1043,ASHE,08,29,31,5,36,36,45,34,36,93,29,41,651,632,3,2,6,8,11,7427,492,125,201,145,21,36
2245,ASHE,09,513,323,5,577,344,45,529,349,93,488,412,4015,3468,47,7,443,51,28,21225,2920,610,1054,1112,144,85
1016,ASHE,10,55,27,5,60,32,45,56,32,93,59,33,346,338,0,0,4,3,7,4345,266,74,120,61,11,30
1038,ASHE,11,368,226,5,398,238,45,368,235,93,354,272,3241,2891,24,12,270,44,27,21316,2319,377,890,937,115,150
1014,ASHE,12,173,70,5,184,74,45,188,69,93,181,73,785,767,1,0,10,7,15,9848,603,167,272,137,25,68
1011,ASHE,13,219,113,5,244,124,45,237,126,93,217,148,1388,1274,9,5,83,17,11,9926,1030,145,404,414,66,58
1012,ASHE,14,343,184,5,377,189,45,371,190,93,333,230,1676,1613,9,7,28,20,16,14423,1294,144,522,518,110,58
1013,ASHE,15,212,70,5,227,86,45,218,77,93,218,86,1554,1415,7,7,103,22,14,11477,1103,150,439,459,55,97
1010,ASHE,16,361,171,5,376,184,45,374,177,93,358,197,2294,2231,8,11,17,27,20,20589,1792,122,741,764,165,92
1039,ASHE,17,211,71,5,229,83,45,220,78,93,212,86,903,868,5,4,15,12,14,9692,678,165,271,213,30,44
1042,ASHE,18,36,16,5,38,20,45,42,15,93,40,16,499,488,1,0,6,4,10,6261,383,106,173,87,16,43
2244,ASHE,20,467,276,5,503,308,45,510,271,93,457,340,3391,3096,35,7,211,42,31,23415,2521,532,942,891,155,70
55,AVERY,01,247,75,11,273,63,45,256,69,85,274,59,1740,1384,161,9,116,71,12,12395,1331,291,580,402,58,42
57,AVERY,02,436,198,11,451,194,45,437,198,85,456,179,2122,1924,73,13,72,40,29,32384,1411,226,442,573,170,72
56,AVERY,03,161,25,11,167,22,45,161,25,85,163,26,1127,1031,48,9,23,16,15,18679,700,107,217,290,87,35
63,AVERY,04,25,8,11,25,8,45,25,8,85,27,6,1594,1444,15,1,62,73,30,20663,1264,153,294,653,164,113
58,AVERY,05,94,6,11,95,8,45,97,6,85,93,4,757,679,9,3,46,21,11,8386,572,131,213,179,50,24
92,AVERY,06,160,30,11,167,27,45,160,29,85,169,29,653,613,7,6,8,19,10,7535,454,128,180,125,20,24
98,AVERY,07,63,5,11,67,8,45,67,10,85,72,5,219,204,1,2,5,7,3,2243,159,47,65,41,6,8
93,AVERY,08,123,16,11,116,17,45,111,19,85,117,12,478,427,12,2,28,10,7,6332,343,64,117,124,38,14
59,AVERY,09,112,7,11,122,7,45,111,11,85,118,10,350,316,4,2,18,10,5,3777,262,64,100,79,20,11
62,AVERY,10,202,60,11,225,58,45,221,51,85,221,56,2346,1863,219,12,156,96,16,16581,1794,392,784,541,76,57
99,AVERY,11,127,49,11,135,44,45,129,46,85,135,43,597,541,6,0,23,27,11,7743,473,57,110,245,61,42
54,AVERY,12,90,11,11,90,12,45,82,12,85,94,11,614,571,2,5,16,20,9,6348,449,129,181,118,20,22
95,AVERY,13,122,53,11,129,50,45,130,48,85,139,39,322,289,4,0,18,12,5,3993,253,38,71,113,31,18
94,AVERY,14,204,51,11,221,42,45,213,41,85,225,42,771,677,12,1,62,19,11,8861,594,117,210,202,65,22
97,AVERY,15,164,41,11,182,33,45,176,36,85,178,35,677,589,16,1,53,19,9,7483,521,103,188,177,53,20
96,AVERY,16,305,143,11,326,131,45,318,141,85,327,123,561,482,25,1,28,24,8,5899,438,70,138,188,41,29
64,AVERY,17,163,28,11,172,25,45,160,28,85,171,23,1280,1075,84,8,63,50,12,10132,961,238,416,272,35,36
60,AVERY,18,85,20,11,93,19,45,89,19,85,90,18,518,432,36,3,26,20,5,4051,389,95,169,111,15,14
61,AVERY,19,98,11,11,99,9,45,94,10,85,97,8,942,893,0,9,8,32,14,9365,675,217,285,159,14,36
37,BEAUFORT,AUROR,168,202,3,191,188,1,177,202,3,157,219,2136,1393,705,0,21,16,43,38693,1706,290,814,558,45,301
120,BEAUFORT,BEADM,432,78,3,498,47,1,436,106,6,388,148,3152,2240,739,0,105,69,32,35559,2146,331,810,879,125,47
112,BEAUFORT,BELHV,214,210,3,283,162,1,205,241,6,198,239,1654,871,555,0,223,5,12,9665,1116,300,439,333,44,137
110,BEAUFORT,BLCK,138,161,3,178,138,1,136,175,3,134,176,1597,1260,280,0,34,22,23,21731,1312,114,440,631,126,134
116,BEAUFORT,CHOCO,427,236,3,532,186,1,436,270,3,418,286,5780,3762,1571,3,384,59,45,44478,3892,638,1931,1218,104,213
121,BEAUFORT,EDWAR,184,163,3,207,150,1,180,170,3,161,193,1373,1037,294,0,25,17,22,20260,1120,120,415,497,89,135
113,BEAUFORT,GILEA,217,109,3,264,80,1,218,119,6,192,142,790,623,138,0,17,11,12,10765,649,56,217,313,63,66
2418,BEAUFORT,HB,230,45,3,281,32,1,229,77,6,188,115,1887,1372,372,3,129,12,21,18727,1305,235,526,475,69,127
38,BEAUFORT,NCRK,342,126,3,402,92,1,338,153,6,297,192,2011,1842,136,0,17,16,37,29228,1497,191,642,590,75,145
111,BEAUFORT,OLDF,185,153,3,233,134,1,191,169,6,156,204,1910,1368,359,0,163,20,11,13931,1238,161,508,516,52,107
118,BEAUFORT,PANTE,290,164,3,326,117,1,274,183,6,250,181,2445,1288,820,0,329,8,17,14287,1650,443,650,492,65,202
2419,BEAUFORT,PINET,277,53,3,336,28,1,277,77,6,243,114,3303,2280,699,1,293,30,22,24921,2175,344,882,852,96,198
115,BEAUFORT,PSJW3,56,258,1,58,252,1,63,246,3,63,236,2456,1118,935,0,372,31,25,15904,1579,304,577,541,158,8
36,BEAUFORT,RVRD,376,180,3,450,131,1,344,234,6,308,267,3250,2180,625,1,442,0,35,37218,2592,446,695,1251,200,13
122,BEAUFORT,SURBA,499,209,3,652,109,1,500,252,6,437,311,1740,1602,111,4,8,16,28,24452,1248,131,520,520,77,100
114,BEAUFORT,TCRK,460,199,3,580,134,1,467,227,6,392,304,2081,1489,392,0,178,23,12,15155,1348,176,554,562,57,116
109,BEAUFORT,WASH1,112,204,1,109,222,1,113,214,3006,88,217,1111,512,544,0,52,2,12,7890,799,164,315,243,77,3
117,BEAUFORT,WASH2,109,227,1,120,228,1,125,220,3,111,234,3115,1420,1542,0,149,4,33,21773,2242,463,885,677,217,8
119,BEAUFORT,WASH4,229,192,3,287,149,1,228,209,3006,116,189,2229,1047,831,0,322,29,22,15076,1439,274,527,498,140,9
124,BEAUFORT,WASHP,257,140,3,315,100,1,242,169,6,185,222,1635,1105,323,1,202,4,17,18734,1281,218,358,608,96,8
123,BEAUFORT,WDPD,328,115,3,391,77,1,299,159,6,262,196,1699,1446,203,4,24,22,22,21831,1178,133,469,499,78,65
39,BERTIE,C1,185,131,1,176,139,3,,174,5,168,143,1359,686,645,0,6,22,12,8327,991,219,481,266,25,112
90,BERTIE,C2,102,258,1,90,271,3,,282,5,82,277,1191,589,579,0,5,18,11,7567,863,188,419,234,22,98
53,BERTIE,IW,14,127,1,11,129,3,,123,5,13,127,662,149,502,1,4,6,9,4999,469,124,244,97,5,98
44,BERTIE,M1,133,119,1,118,133,3,,158,5,107,148,1439,563,861,0,5,9,15,12262,984,179,482,294,28,121
43,BERTIE,M2,92,209,1,88,224,3,,220,5,85,228,592,219,368,0,2,3,6,5293,400,70,196,122,12,50
40,BERTIE,MH,99,136,1,101,138,3,,154,5,97,133,3110,910,2013,33,112,42,18,11326,2292,662,911,645,73,209
52,BERTIE,RX,82,310,1,80,314,3,,301,5,70,317,1082,265,799,2,6,10,14,8367,762,192,393,167,10,151
46,BERTIE,SN,33,164,1,30,167,3,,163,5,32,164,1987,716,1254,0,7,10,22,17577,1346,244,664,401,38,176
42,BERTIE,W1,250,523,1,228,545,3,,574,5,231,523,4508,1323,2917,48,160,60,26,16707,3320,956,1325,934,105,307
41,BERTIE,W2,214,32,1,195,53,3,,94,5,193,48,727,272,423,5,17,11,5,3341,534,140,230,148,16,53
51,BERTIE,WD,29,204,1,21,212,3,,209,5,22,208,1782,404,1347,3,11,17,23,13485,1263,332,655,261,14,263
49,BERTIE,WH,190,151,1,167,168,3,,194,5,163,151,2101,1058,999,0,9,35,18,12831,1531,339,742,412,39,173
106,BLADEN,P10,109,113,7,124,107,8,116,118,22,75,156,1653,1008,508,1,86,49,11,7686,1152,215,511,374,51,73
131,BLADEN,P15,384,194,7,421,167,8,382,208,22,182,423,3229,1765,750,0,583,131,19,12966,2136,436,803,832,64,111
105,BLADEN,P201,187,79,7,206,75,8,196,91,22046,168,101,2498,1714,607,0,128,50,16,11703,1729,297,755,605,73,79
107,BLADEN,P202,225,155,7,260,154,8,233,187,46,192,228,2768,1898,676,0,141,53,18,12918,1916,329,836,670,81,87
125,BLADEN,P25,155,163,7,201,148,8,178,177,22,115,243,1013,387,504,2,56,63,7,4663,719,166,334,182,36,82
126,BLADEN,P30,36,183,7,43,182,8,42,185,22,29,196,2383,912,1182,6,132,151,17,11192,1691,392,784,429,86,192
132,BLADEN,P35,65,92,7,75,89,8,71,90,22,53,115,705,346,272,0,73,13,10,8824,504,115,208,153,29,85
108,BLADEN,P40,248,128,7,279,107,8,262,124,22,158,242,1726,1218,386,0,63,59,13,10762,1216,262,444,450,60,246
129,BLADEN,P45,108,56,7,116,54,8,107,65,22,76,100,805,568,180,0,30,28,6,5030,567,122,207,210,28,115
133,BLADEN,P501,203,340,7,226,316,8,213,338,22,128,431,3798,1688,1921,0,117,72,26,15187,2590,539,893,1062,97,86
134,BLADEN,P502,115,170,7,135,157,8,127,164,22,79,206,2937,1217,1578,0,81,61,20,11618,2005,428,683,819,75,72
136,BLADEN,P55,98,118,7,112,107,8,108,114,22,86,137,1407,992,315,0,51,48,10,8778,991,213,362,367,49,201
128,BLADEN,P60,203,274,7,215,270,8,199,293,22,132,363,3355,1858,721,0,635,140,20,13520,2215,451,839,860,66,118
135,BLADEN,P65,136,59,7,149,49,8,145,52,22,127,71,1391,981,311,0,51,48,10,8676,980,211,358,363,48,198
130,BLADEN,P70,64,76,7,80,65,8,64,78,22,44,103,957,554,306,0,73,24,11,9532,680,151,268,225,37,124
127,BLADEN,P75,89,225,7,104,219,8,100,226,22,70,255,2312,882,1151,6,129,145,16,10686,1640,380,762,415,83,187
2330,BLADEN,P80,178,117,7,204,105,8,191,119,22,149,162,1727,844,670,0,182,32,25,21789,1235,281,511,373,70,208
20,BRUNSWICK,01,264,340,7,279,342,8,312,328,18,,427,2716,1683,699,16,207,111,31,34558,1805,281,720,739,65,108
28,BRUNSWICK,02,711,889,7,792,812,8,800,841,18,,1123,7015,4455,1404,50,736,369,67,78781,4631,717,1581,1993,340,85
31,BRUNSWICK,03,176,370,7,188,353,8,200,352,18,,373,3489,1962,761,0,488,277,19,24877,2203,500,606,956,141,14
2251,BRUNSWICK,04A,1622,1439,7,1718,1328,8,1748,1375,17018,1217,854,7608,5715,1097,207,324,266,57,93950,5384,434,1495,2988,467,123
2701,BRUNSWICK,04B1,922,718,7,995,633,8,1009,680,18,,954,1893,1488,201,24,140,40,12,13394,1538,173,374,758,233,11
2702,BRUNSWICK,04C1,595,524,7,637,478,8,613,520,18,,682,1521,1081,219,13,146,62,9,10907,1141,165,288,544,144,7
23,BRUNSWICK,05,667,452,7,714,415,8,755,442,18,,649,8581,6761,1167,55,412,186,78,86365,6523,881,1990,2967,685,279
34,BRUNSWICK,06,363,266,7,398,259,8,409,273,18,,367,2984,2321,375,20,178,90,29,30599,1989,319,760,811,100,92
17,BRUNSWICK,07,723,575,7,790,521,8,837,528,17,885,457,6298,5533,320,42,144,259,138,172928,4705,587,1344,2296,478,153
30,BRUNSWICK,08,1164,831,7,1301,717,8,1317,772,17,1382,687,4857,4334,300,8,137,78,74,76131,4059,174,1174,2099,612,23
35,BRUNSWICK,09,351,238,7,391,198,8,397,219,17,456,156,1996,1905,2,26,57,6,47,41406,1633,126,585,718,205,14
2650,BRUNSWICK,10A,946,524,7,1021,462,8,1003,536,17,1076,448,4472,3430,743,11,118,170,79,63590,3483,405,1120,1517,441,96
2673,BRUNSWICK,10B,1671,966,7,1787,858,8,1762,924,17,1906,775,4543,4311,44,22,111,55,48,53957,4041,282,1073,1922,765,42
21,BRUNSWICK,11,314,536,7,358,509,8,359,526,17,371,506,5921,4458,1074,17,179,193,71,56615,4210,812,1693,1523,182,264
33,BRUNSWICK,12,731,442,7,820,387,8,750,507,17,811,424,2816,2422,227,4,75,89,45,33734,2061,367,808,733,153,28
22,BRUNSWICK,13,613,434,7,684,390,8,611,504,17,665,432,4867,3966,431,8,250,211,59,36554,3601,811,1623,1110,57,111
26,BRUNSWICK,14,1181,597,7,1281,529,8,1098,793,17,1284,567,3903,3421,150,3,309,20,71,55647,3221,455,1239,1245,282,27
27,BRUNSWICK,15,1475,714,7,1581,638,8,1358,926,17,1606,659,6953,6199,241,12,470,31,148,127548,5879,894,1986,2373,626,62
25,BRUNSWICK,16,1484,840,7,1637,717,8,1355,1052,17,1642,737,5314,4924,113,13,249,15,126,115047,4690,570,1416,2040,663,50
19,BRUNSWICK,17,1359,1008,7,1459,934,8,1347,1109,17,1452,965,7796,6251,1138,63,217,127,127,105288,6383,712,2871,2380,420,146
32,BRUNSWICK,18,397,210,7,451,170,8,423,222,17,416,199,4822,3242,1094,41,249,196,41,36269,3304,674,1493,1090,47,331
24,BRUNSWICK,19,1084,658,7,1185,582,8,1062,763,17,1202,590,3610,3361,144,28,40,36,36,28146,3194,329,1370,1266,229,14
18,BRUNSWICK,20,881,394,7,965,333,8,875,477,17,950,375,3840,3496,109,10,109,116,62,55810,3050,563,1077,1138,272,25
29,BRUNSWICK,21,1130,497,7,1251,433,8,1280,496,17,1311,448,3277,2812,127,29,212,98,24,27378,2145,304,780,939,122,81
2657,BRUNSWICK,22,648,402,7,719,355,8,747,387,17,803,309,2072,1944,47,6,39,36,40,40921,1610,158,544,704,205,7
2651,BRUNSWICK,23,664,420,7,728,378,8,740,421,17,802,342,2754,2656,33,0,24,40,76,74412,2189,146,732,1017,295,8
449,BUNCOMBE,01.1,49,478,10,64,482,49,60,490,114,,492,2419,1660,619,30,61,48,73,50534,1955,222,512,939,283,2
2583,BUNCOMBE,02.1,66,1096,10,87,1098,49,72,1112,114,,1091,3484,2339,767,64,239,76,64,70920,2255,235,340,1233,446,3
4,BUNCOMBE,03.1,73,839,10,85,855,49,80,857,114,,859,2460,2042,231,59,65,63,26,33239,1549,64,325,845,315,2
519,BUNCOMBE,04.1,139,680,10,161,662,49,145,679,114,,723,709,642,14,5,44,6,8,11135,517,17,60,262,178,1
2584,BUNCOMBE,05.1,445,1104,10,468,1076,49,440,1105,114115,227,724,1725,1592,69,4,45,15,14,14531,1277,75,281,643,278,5
520,BUNCOMBE,06.1,174,518,10,185,516,49,183,522,114,,555,1070,867,42,6,134,21,17,15418,849,81,190,442,135,3
3,BUNCOMBE,07.1,132,652,10,142,664,49,137,668,114,,701,2360,1811,335,53,74,87,26,34616,1837,234,267,961,374,3
2379,BUNCOMBE,08.2,157,491,10,181,485,49,178,485,114,,529,4009,2164,1046,39,666,94,24,27892,2801,365,997,1323,116,6
2725,BUNCOMBE,08.3,190,622,10,203,638,49,210,630,114,,698,4244,2569,1155,28,381,111,27,28125,2961,367,978,1430,186,6
1,BUNCOMBE,09.1,331,899,10,386,897,49,367,916,114,,1008,4298,2979,994,18,192,115,36,31755,3085,351,892,1539,304,7
522,BUNCOMBE,10.1,22,487,10,20,494,49,20,493,114,,480,2536,1163,1222,60,58,34,32,16773,1737,259,535,767,176,4
6,BUNCOMBE,11.1,19,324,10,25,321,49,15,328,114,,323,1386,735,556,28,43,25,26,11889,1022,146,312,456,108,2
2575,BUNCOMBE,12.1,83,531,10,96,540,49,88,555,114,,561,2750,1976,416,124,165,70,20,27565,1979,191,460,1069,259,2
2720,BUNCOMBE,13.1,68,501,10,83,518,49,79,523,114,,528,2986,2380,316,104,133,53,22,29496,2211,175,476,1220,339,3
2624,BUNCOMBE,14.2,122,476,10,137,482,49,129,495,114,,513,3536,2521,409,88,387,131,23,28153,2509,363,619,1245,282,4
2375,BUNCOMBE,14.3,87,193,10,92,208,49,90,207,114,,238,1202,810,123,15,197,57,7,7726,822,148,235,368,71,2
2718,BUNCOMBE,15.1,97,468,1011,76,315,49,114,474,114,,512,1735,1458,124,40,94,20,13,16802,1287,85,282,705,214,2
526,BUNCOMBE,16.2,114,501,1011,123,500,49,123,508,114,,528,2768,2155,198,17,325,73,20,25297,1862,150,535,904,272,4
2376,BUNCOMBE,17.1,141,563,10,172,557,49,152,569,114,,607,2144,1785,171,50,107,31,31,39117,1673,63,249,911,450,3
2579,BUNCOMBE,18.2,546,472,11,604,421,48,589,428,116,487,545,3013,2493,79,194,173,73,16,23556,2172,77,287,1243,566,6
451,BUNCOMBE,19.1,105,196,11,122,191,48,125,187,114116,8,195,860,714,22,56,48,21,5,6730,621,21,81,356,163,2
2377,BUNCOMBE,20.1,48,240,10,53,245,49,55,246,114,,257,1301,1037,176,22,28,38,16,17487,1001,124,153,521,203,2
2378,BUNCOMBE,21.1,357,762,10,377,761,49,366,771,114,,862,1680,1530,121,3,14,12,23,18229,1265,101,240,662,262,4
2619,BUNCOMBE,22.2,361,979,10,412,951,49,371,991,114115,134,750,1546,1420,16,7,78,24,26,33277,1180,50,146,572,411,6
2586,BUNCOMBE,23.2,59,178,10,69,167,49,59,174,114,,191,2853,2586,218,5,24,20,39,30740,2146,180,404,1121,441,7
